ID,Group,Species,Taxa,x,y,z,variance
mPatiE,E,Panthera tigris altaica,Placentalia,2.1830425,0.45843238,-0.59532326,
mPatiF,F,Panthera tigris altaica,Placentalia,-1.2490973,0.184027,0.5647727,
mPatiV,V,Panthera tigris altaica,Placentalia,-0.7150878,-0.04518825,-0.043334812,
mPhciC,C,Phascolarctos cinereus,Marsupialia,2.098096,0.11379648,0.714778,
mPhciDa,D1,Phascolarctos cinereus,Marsupialia,-1.1177825,-0.31923294,0.08029065,
mPhciDb,D1,Phascolarctos cinereus,Marsupialia,0.38195485,-0.39118314,-0.027346084,
mPhciE,E,Phascolarctos cinereus,Marsupialia,1.2946053,-0.38498625,-0.20273484,
mPhciF,F,Phascolarctos cinereus,Marsupialia,-1.2129288,-0.045750715,0.6040354,
mPhciV1,V,Phascolarctos cinereus,Marsupialia,-0.28549528,-0.6854664,-0.52970034,
mPhciV2,V,Phascolarctos cinereus,Marsupialia,-0.60399604,-0.65797675,-0.021155603,
mPhciV3,V,Phascolarctos cinereus,Marsupialia,-0.53231984,-0.7475422,0.13432626,
mPtvaC,C,Pteropus vampyrus,Placentalia,3.2052581,0.2904292,1.01494,
mPtvaD,D1,Pteropus vampyrus,Placentalia,-0.60553396,0.18914944,0.11259069,
mPtvaE,E,Pteropus vampyrus,Placentalia,2.1767545,0.04870963,-0.3203405,
mPtvaF,F,Pteropus vampyrus,Placentalia,-1.2518699,0.14331456,0.4849746,
mPtvaV,V,Pteropus vampyrus,Placentalia,-0.8475789,-0.11349579,-0.04942173,
mSahaC,C,Sarcophilus harrisii,Marsupialia,2.3401906,0.23032252,0.6640566,
mSahaD,D1,Sarcophilus harrisii,Marsupialia,0.018624872,-0.62791854,0.1980542,
mSahaE,E,Sarcophilus harrisii,Marsupialia,1.0720301,-0.45377275,-0.14283507,
mSahaF,F,Sarcophilus harrisii,Marsupialia,-1.2485785,-0.010034575,0.5587107,
mSahaV1,V,Sarcophilus harrisii,Marsupialia,-0.03565689,-0.7270046,-0.38364986,
mSahaV2,V,Sarcophilus harrisii,Marsupialia,0.07670507,-0.66223484,-0.53238994,
mSahaV4,V,Sarcophilus harrisii,Marsupialia,-0.22692989,-0.574825,-0.12263851,
mSahaV5,V,Sarcophilus harrisii,Marsupialia,-0.6934367,-0.26502016,0.23450705,
mSoarA2,A,Sorex araneus,Placentalia,-0.46114898,-0.23727384,0.20524481,
mSoarA3,A,Sorex araneus,Placentalia,-0.5690141,-0.57113284,-0.52648187,
mSoarC,C,Sorex araneus,Placentalia,2.1705961,0.46415368,0.6551563,
mSoarD,D1,Sorex araneus,Placentalia,-0.29733965,-0.16339737,-0.030678341,
mSoarE,E,Sorex araneus,Placentalia,2.0033302,0.25825495,-0.67757887,
mSoarF,F,Sorex araneus,Placentalia,-1.1395513,0.057118896,0.5899107,
mSoarV,V,Sorex araneus,Placentalia,-0.33330125,0.35398105,-0.22467296,
mTrmaA2,A,Trichechus manatus latirostris,Placentalia,-0.15503974,-0.31098723,-0.27132574,
mTrmaC,C,Trichechus manatus latirostris,Placentalia,3.4922283,0.42542413,1.0570582,
mTrmaD,D1,Trichechus manatus latirostris,Placentalia,0.22204131,-0.3869525,-0.030169878,
mTrmaE,E,Trichechus manatus latirostris,Placentalia,1.2635729,0.25458574,-0.28902364,
mTrmaF,F,Trichechus manatus latirostris,Placentalia,-1.1342074,0.015124715,0.4995476,
mTrmaV,V,Trichechus manatus latirostris,Placentalia,-0.74083924,-0.1250074,-0.041075714,
mUrmaC,C,Ursus maritimus,Placentalia,3.0303142,0.5282211,0.80063754,
mUrmaD,D1,Ursus maritimus,Placentalia,0.09112253,-0.054838214,0.023388863,
mUrmaV,V,Ursus maritimus,Placentalia,-0.6166421,-0.022843482,-0.07728472,
sBocoD,D1,Boa constrictor constrictor,Squamata,-0.21458083,-0.09907741,-0.31667668,
sBocoE,E,Boa constrictor constrictor,Squamata,-0.23846196,0.3751355,-0.24987209,
sBocoF,F,Boa constrictor constrictor,Squamata,-0.7255305,-0.009536727,0.07016852,
sBocoGo,G,Boa constrictor constrictor,Squamata,-0.23553814,-0.42302507,0.34564725,
sCradD,D1,Crotalus adamanteus,Squamata,-0.079852045,0.34145057,-0.24130318,
sCradE,E,Crotalus adamanteus,Squamata,-0.23658462,0.3559263,-0.12464559,
sCradF,F,Crotalus adamanteus,Squamata,-0.5295863,-0.2783905,0.35655236,
sCradGa,G,Crotalus adamanteus,Squamata,-0.50484234,-0.17337455,0.15356557,
sCradGc,G,Crotalus adamanteus,Squamata,0.5762077,-0.46730652,0.24335589,
sCratE,E,Crotalus atrox,Squamata,-0.19931339,0.37424245,-0.15408924,
sCratF,F,Crotalus atrox,Squamata,-0.5201231,-0.25268123,0.32621685,
sCratGa,G,Crotalus atrox,Squamata,-0.49349487,-0.2094689,0.11275658,
sCratGb,G,Crotalus atrox,Squamata,0.46066988,-0.6129912,0.35428768,
sCratGc,G,Crotalus atrox,Squamata,0.59258175,-0.553665,0.20550296,
sCratGk49,G,Crotalus atrox,Squamata,-0.8348038,-0.58562815,0.43518743,
sCrheAE,E,Crotalus helleri,Squamata,-0.18498133,0.34818467,-0.09749213,
sCrheAF,F,Crotalus helleri,Squamata,-0.5201231,-0.25268123,0.32621685,
sCrheAGa1,G,Crotalus helleri,Squamata,-1.1265681,0.11974183,0.3417249,
sCrheAGa2,G,Crotalus helleri,Squamata,-0.62629056,-0.15013686,0.23567243,
sCrheAGb,G,Crotalus helleri,Squamata,-0.21820763,-0.43266168,-0.07335186,
sCrheAGc1,G,Crotalus helleri,Squamata,0.47485468,-0.4517462,0.3447392,
sCrheBE,E,Crotalus helleri,Squamata,-0.2525874,0.3666116,-0.06614988,
sCrheBF,F,Crotalus helleri,Squamata,-0.5300666,-0.27152708,0.37285328,
sCrheBGa1,G,Crotalus helleri,Squamata,-0.50484234,-0.17337455,0.15356557,
sCrhoAF,F,Crotalus horridus,Squamata,-0.57247055,-0.2816726,0.29304412,
sCrhoAGa1,G,Crotalus horridus,Squamata,-1.0447758,0.20920447,0.36219567,
sCrhoAGa2,G,Crotalus horridus,Squamata,-0.46208218,-0.15941012,0.17647453,
sCrhoAGb,G,Crotalus horridus,Squamata,-0.18846847,-0.52449656,-0.020271365,
sCrhoAGc1,G,Crotalus horridus,Squamata,0.46366695,-0.4458531,0.30137843,
sCrhoBD,D1,Crotalus horridus,Squamata,-0.10554367,0.33423337,-0.2598023,
sCrhoBE,E,Crotalus horridus,Squamata,-0.2011634,0.39806688,-0.15170488,
sCrhoBF,F,Crotalus horridus,Squamata,-0.57247055,-0.2816726,0.29304412,
sCrhoBGc1,G,Crotalus horridus,Squamata,0.6110515,-0.5781272,0.18710043,
sCrhoGa,G,Crotalus horridus,Squamata,-0.50968593,-0.30276063,0.19696636,
sCrhoGc,G,Crotalus horridus,Squamata,-0.05212556,-0.315361,0.47337642,
sCrscAE,E,Crotalus scutulatus,Squamata,-0.18498133,0.34818467,-0.09749213,
sCrscAF,F,Crotalus scutulatus,Squamata,-0.5300666,-0.27152708,0.37285328,
sCrscAGa1,G,Crotalus scutulatus,Squamata,-0.76716274,-0.09222221,0.1841312,
sCrscAGa2,G,Crotalus scutulatus,Squamata,-0.6066801,-0.17963706,0.2588618,
sCrscAGb,G,Crotalus scutulatus,Squamata,-0.25477213,-0.46307078,-0.06427677,
sCrscAGc1,G,Crotalus scutulatus,Squamata,0.24548984,-0.44436365,0.37341782,
sCrscAGc2,G,Crotalus scutulatus,Squamata,0.53961235,-0.47435582,0.29106054,
sCrscBE,E,Crotalus scutulatus,Squamata,-0.18498133,0.34818467,-0.09749213,
sCrscBF,F,Crotalus scutulatus,Squamata,-0.5300666,-0.27152708,0.37285328,
sCrscBGa1,G,Crotalus scutulatus,Squamata,-0.408449,-0.3277501,0.15200672,
sCrscBGb,G,Crotalus scutulatus,Squamata,0.47685012,-0.60241556,0.3463596,
sCrscBGc2,G,Crotalus scutulatus,Squamata,0.58374923,-0.52606225,0.18962897,
sCrscBGk49,G,Crotalus scutulatus,Squamata,-0.78727067,-0.50423354,0.48106155,
sDeacE,E,Deinakgistrodon acutus,Squamata,-0.06507202,0.38892925,-0.31957746,
sDeacF,F,Deinakgistrodon acutus,Squamata,-0.45535436,-0.23113313,0.25527853,
sDeacGa,G,Deinakgistrodon acutus,Squamata,-0.5215414,-0.3182643,0.14141883,
sDeacGb,G,Deinakgistrodon acutus,Squamata,0.011951965,-0.5464139,0.20307767,
sDeacGc,G,Deinakgistrodon acutus,Squamata,0.116593175,-0.53232676,0.24794732,
sDeacGk49,G,Deinakgistrodon acutus,Squamata,-0.5738221,-0.45368502,0.30898362,
sLabiD,D1,Lacerta bilineata,Squamata,-0.61555517,0.0015494239,0.49239194,
sLabiE,E,Lacerta bilineata,Squamata,0.37530205,-0.2831311,-0.14110646,
sLabiF,F,Lacerta bilineata,Squamata,-0.5278643,-0.4476116,-0.10212026,
sLabiGo,G,Lacerta bilineata,Squamata,0.6998681,-0.5754925,0.3828494,
sLaviD,D1,Lacerta viridis,Squamata,-0.5308955,-0.022964219,0.46165568,
sLaviE,E,Lacerta viridis,Squamata,0.37530205,-0.2831311,-0.14110646,
sLaviF,F,Lacerta viridis,Squamata,-0.5278643,-0.4476116,-0.10212026,
sLaviGo,G,Lacerta viridis,Squamata,0.8069886,-0.53098565,0.3860544,
sNoscD,D1,Notechis scutatus,Squamata,-0.23038408,0.3515673,-0.21621726,
sNoscE,E,Notechis scutatus,Squamata,-0.1301215,0.28570962,-0.008240861,
sNoscF,F,Notechis scutatus,Squamata,-0.76915634,-0.27248916,0.32899153,
sNoscGc,G,Notechis scutatus,Squamata,1.0550536,-0.40682286,0.49737686,
sOpgrDb,D1,Ophisaurus gracilis,Squamata,-0.84196514,-0.14483033,0.037005212,
sOpgrE,E,Ophisaurus gracilis,Squamata,-0.38722095,0.09455587,-0.056321066,
sOpgrF,F,Ophisaurus gracilis,Squamata,-1.208598,0.032203387,0.55944246,
sOpgrGo,G,Ophisaurus gracilis,Squamata,0.3066003,-0.6073125,0.45223773,
sOphaD,D1,Ophiophagus hannah,Squamata,-0.20547184,-0.055049974,-0.1702862,
sOphaE,E,Ophiophagus hannah,Squamata,0.05655844,0.3438919,-0.008779086,
sOphaF,F,Ophiophagus hannah,Squamata,-0.7941523,-0.27230513,0.27957338,
sOphaGc,G,Ophiophagus hannah,Squamata,0.3451874,-0.40803984,0.31627682,
sPapiE,E,Paroedura picta,Squamata,0.15412581,-0.4434738,-0.119739234,
sPapiF,F,Paroedura picta,Squamata,-1.1727831,0.2398824,0.7294889,
sPapiGo,G,Paroedura picta,Squamata,-0.3174993,-0.20177253,0.43363807,
sPoviD,D1,Pogona vitticeps,Squamata,-0.8221254,-0.050152887,0.14366618,
sPoviE,E,Pogona vitticeps,Squamata,-0.0042574285,-0.04556711,-0.21158063,
sPoviF,F,Pogona vitticeps,Squamata,-1.0336404,-0.062010556,0.40027618,
sPoviGo,G,Pogona vitticeps,Squamata,0.07420866,-0.5214823,0.5129528,
sPrflE,E,Protobothrops flavoviridis,Squamata,-0.106546186,0.37547132,-0.14055502,
sPrflGa1,G,Protobothrops flavoviridis,Squamata,-0.22698979,-0.71961755,0.20236959,
sPrflGa2,G,Protobothrops flavoviridis,Squamata,-0.19152369,-0.74593884,0.21991399,
sPrflGb,G,Protobothrops flavoviridis,Squamata,0.26785842,-0.71470106,0.27663854,
sPrflGck,G,Protobothrops flavoviridis,Squamata,-0.656524,0.19969887,0.018931737,
sPrflGk49,G,Protobothrops flavoviridis,Squamata,-0.2664362,-0.41229522,0.017259292,
sPrmuE,E,Protobothrops mucrosquamatus,Squamata,-0.17153867,0.35555297,-0.1596418,
sPrmuF,F,Protobothrops mucrosquamatus,Squamata,-0.5493556,-0.24092595,0.34275386,
sPrmuGa1,G,Protobothrops mucrosquamatus,Squamata,-0.16901264,-0.5613534,0.29727012,
sPrmuGa2,G,Protobothrops mucrosquamatus,Squamata,-0.48868492,-0.3627216,-0.10849127,
sPrmuGb,G,Protobothrops mucrosquamatus,Squamata,0.06279386,-0.6725469,0.31726325,
sPrmuGck,G,Protobothrops mucrosquamatus,Squamata,0.29891983,-0.5473624,0.29739287,
sPrmuGk49,G,Protobothrops mucrosquamatus,Squamata,-0.51057166,-0.24363264,0.12693036,
sPsteD,D1,Pseudonaja textilis,Squamata,-0.2916047,0.38765392,-0.20712136,
sPsteE,E,Pseudonaja textilis,Squamata,-0.13838662,0.27933165,-0.008281186,
sPsteF,F,Pseudonaja textilis,Squamata,-0.81161636,-0.3061116,0.31191784,
sPsteGc,G,Pseudonaja textilis,Squamata,1.2880856,-0.46845368,0.5337542,
sPybiE,E,Python bivittatus,Squamata,-0.099302284,0.41477692,-0.2572212,
sPybiF,F,Python bivittatus,Squamata,-0.6660145,-0.007779709,0.052483786,
sVibeEa,E,Vipera berus berus,Squamata,-0.14428268,0.39590168,-0.19152038,
sVibeF,F,Vipera berus berus,Squamata,-0.675764,-0.14206858,0.4422384,
sVibeGa1,G,Vipera berus berus,Squamata,-0.3375396,-0.6120086,-0.119709365,
sVibeGa2,G,Vipera berus berus,Squamata,-0.34200352,-0.629358,-0.13743483,
sVibeGa4,G,Vipera berus berus,Squamata,-0.5603243,-0.5721099,0.05164266,
