id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P02861,NA,I,3.958048,6.598815,8.887032,0.55472577,-0.35647628,0.4803564,
P02862,NA,I,4.4689283,6.6517158,8.8116665,0.3607054,-0.33890134,0.66262656,
P02863,NA,I,9.957636,26.848537,8.665298,0.23254661,-0.64373505,-0.054968808,
P02865,NA,I,14.747516,18.310019,7.745188,-0.7584946,-0.19118807,-0.4528994,
P02867,NA,I,14.901148,17.366003,7.9911327,-1.8249278,0.47439766,-0.5246853,
P02872,omega conotoxin,VI/VII,-2.015139,5.0518746,8.154274,2.193287,0.985993,-0.021146614,
P02878,alpha conotoxin,I,9.803136,26.766443,8.475048,0.23254661,-0.64373505,-0.054968808,
P02879,alpha conotoxin,I,9.856735,26.744621,8.639263,0.23254661,-0.64373505,-0.054968808,
P02880,NA,I,12.361703,14.079415,9.948956,0.2969646,-0.54544663,-0.24560636,
P02882,alpha conotoxin,I,10.549312,26.565699,8.348397,0.12604195,-0.65100944,0.21428517,
P02884,NA,I,12.369829,14.047705,9.979553,0.011217922,-0.57276314,-0.507996,
P02886,NA,I,12.355994,14.009172,10.033725,0.011217922,-0.57276314,-0.507996,
P02888,NA,I,9.734512,26.679375,8.689271,0.23254661,-0.64373505,-0.054968808,
P02890,NA,I,9.748616,26.63784,8.563317,0.23254661,-0.64373505,-0.054968808,
P02892,NA,I,9.715491,26.706451,8.709823,0.23254661,-0.64373505,-0.054968808,
P02894,NA,I,9.913779,26.945032,8.593527,0.23254661,-0.64373505,-0.054968808,
P02896,NA,I,9.852038,26.687418,8.530857,0.23254661,-0.64373505,-0.054968808,
P02898,NA,I,9.798223,26.96874,8.674417,0.23254661,-0.64373505,-0.054968808,
P02900,NA,I,10.161121,26.958342,8.864555,0.15819831,-0.5725303,0.009580924,
P02901,NA,NA,,,,,,,
P02902,NA,I,15.1683655,17.975924,7.686708,-0.8615371,-0.22826186,-0.23323613,
P02904,NA,I,9.809064,26.503391,8.824207,0.23254661,-0.64373505,-0.054968808,
P02906,NA,I,10.702488,26.486814,8.67776,0.09939471,-0.4335981,0.3492348,
P02908,NA,I,12.396978,13.991562,10.057453,0.011217922,-0.57276314,-0.507996,
P02910,NA,I,12.355644,14.018893,10.007516,0.011217922,-0.57276314,-0.507996,
P02912,NA,I,10.004591,26.807426,8.671665,0.23254661,-0.64373505,-0.054968808,
P02914,NA,I,12.288413,13.945456,9.956443,0.011217922,-0.57276314,-0.507996,
P02916,NA,I,10.288262,26.322906,8.379763,-0.18173583,-0.5264097,-0.24749611,
P02918,NA,I,9.829591,26.610907,8.90576,0.23254661,-0.64373505,-0.054968808,
P02920,NA,I,9.841421,26.625933,8.767553,0.23254661,-0.64373505,-0.054968808,
P02922,NA,I,9.909464,26.61422,9.015226,0.23254661,-0.64373505,-0.054968808,
P02924,NA,I,10.06354,26.852318,8.708704,0.23254661,-0.64373505,-0.054968808,
P02925,alpha conotoxin,I,10.103702,26.67326,8.910249,0.23254661,-0.64373505,-0.054968808,
P02927,NA,I,10.359784,26.173609,8.652229,-0.03609498,-0.50845885,-0.22615626,
P02929,NA,I,10.145975,27.065825,8.692605,0.52895993,-0.6747281,0.14227119,
P02931,NA,I,-2.1946986,12.05529,12.481124,-0.07435504,-0.42208555,-0.75363034,
P02933,NA,I,10.108722,26.69219,8.597996,0.23254661,-0.64373505,-0.054968808,
P02935,NA,I,9.8309965,26.828047,8.97598,0.23254661,-0.64373505,-0.054968808,
P02937,NA,I,15.025912,17.541842,7.8542786,-1.5885752,0.30950928,-0.3143393,
P02939,NA,I,9.87363,26.68188,8.657189,0.23254661,-0.64373505,-0.054968808,
P02941,NA,NA,10.201258,11.103326,11.540524,-2.5860336,1.3205596,0.027991407,
P02943,NA,I,9.901504,26.913599,8.582329,0.23254661,-0.64373505,-0.054968808,
P02945,NA,I,10.430793,26.43594,8.713625,0.030048138,-0.57424915,0.136635,
P02947,NA,I,14.579643,18.631884,7.714968,-0.58381003,-0.35173854,0.019423427,
P02949,NA,I,9.918071,26.882378,8.850911,0.23254661,-0.64373505,-0.054968808,
P02951,NA,I,15.098301,18.043806,7.741247,-0.7367352,-0.1559132,-0.007970087,
P02953,NA,V,3.2967565,7.1332684,13.455428,0.91027254,0.5730707,0.16970511,
P02955,NA,V,5.433309,7.03662,13.213806,0.46803164,0.14609137,0.41431206,
P02957,NA,V,3.3660312,7.1542645,13.474495,0.91027254,0.5730707,0.16970511,
P02959,epsilon conotoxin,V,4.7090936,4.116055,13.110898,0.48207116,0.07001758,-0.19374877,
P02961,NA,V,2.4144073,6.8395014,16.547161,1.5233566,0.5373496,0.59365296,
P02963,NA,V,2.343014,6.8750095,16.427269,1.5233566,0.5373496,0.59365296,
P02964,NA,V,4.1248674,6.6081023,12.734743,0.6452522,0.2842929,0.5698579,
P02966,NA,V,4.1524754,6.701124,12.740247,0.6452522,0.2842929,0.5698579,
P02968,NA,V,5.355622,6.8996344,13.185436,0.46803164,0.14609137,0.41431206,
P02969,delta conotoxin,VI/VII,-0.6216393,8.025546,6.615393,1.9195204,0.33843133,-0.8662283,
P02975,alpha conotoxin,I,9.841938,26.956554,8.599263,0.23254661,-0.64373505,-0.054968808,
P02977,NA,I,14.944072,17.74008,7.832827,-1.2032512,-0.14272612,-0.31254742,
P02979,NA,I,10.041826,26.88152,8.865425,0.23254661,-0.64373505,-0.054968808,
P02981,NA,I,10.073388,26.847157,8.700728,0.23254661,-0.64373505,-0.054968808,
P02983,NA,I,9.819518,27.008856,8.72165,0.23254661,-0.64373505,-0.054968808,
P02985,NA,I,15.1583185,17.978962,7.692755,-0.8615371,-0.22826186,-0.23323613,
P02987,NA,I,15.180091,18.019238,7.650072,-0.8615371,-0.22826186,-0.23323613,
P02989,NA,I,15.172459,18.078875,7.6152925,-0.8615371,-0.22826186,-0.23323613,
P02991,NA,I,9.934722,26.956823,8.772658,0.23254661,-0.64373505,-0.054968808,
P02993,NA,I,15.121337,18.070501,7.7396555,-0.8615371,-0.22826186,-0.23323613,
P02995,NA,I,10.530149,26.72729,8.4545,0.3104398,-0.7125687,0.14420149,
P02997,NA,I,9.945817,26.828058,8.937121,0.23254661,-0.64373505,-0.054968808,
P02999,NA,I,15.042067,18.029305,7.773777,-0.8615371,-0.22826186,-0.23323613,
P03000,alpha conotoxin,I,14.473966,18.685667,7.7526197,-0.47893116,-0.46413752,-0.15722522,
P03002,NA,I,14.412963,18.721016,7.754281,-0.47893116,-0.46413752,-0.15722522,
P03004,NA,I,10.248267,26.61338,8.420601,0.040953886,-0.49987784,-0.24616149,
P03006,NA,I,14.803191,18.419853,7.712833,-0.6361614,-0.26899156,-0.1992347,
P03008,NA,I,9.905299,26.617071,9.0301895,0.23254661,-0.64373505,-0.054968808,
P03010,NA,I,10.135957,26.928095,8.804332,0.23254661,-0.64373505,-0.054968808,
P03011,alpha conotoxin,I,14.411051,18.816938,7.7049017,-0.47893116,-0.46413752,-0.15722522,
P03013,NA,V,5.2537446,6.7923117,13.327535,0.5215134,0.049674604,0.33255234,
P03015,NA,V,5.2710514,6.9164414,12.655487,-0.43535507,0.31681395,0.7503476,
P03016,delta conotoxin,VI/VII,0.3331123,10.907446,2.4839613,1.6011628,-0.009533235,-1.0077336,
P03018,NA,VI/VII,0.296932,10.8958845,2.8419962,1.6011628,-0.009533235,-1.0077336,
P03020,NA,VI/VII,0.79727715,6.429138,6.683702,1.3592309,0.00498517,-0.2979678,
P03022,NA,VI/VII,-0.2648395,7.9805017,5.4134464,1.9095577,0.47317338,-0.7112793,
P03024,NA,VI/VII,-0.1278595,8.314621,4.847627,1.8287082,0.25198054,-0.9658302,
P03025,delta conotoxin,VI/VII,-1.6896211,7.1690173,6.764159,2.3109436,0.53749824,-0.50946826,
P03026,delta conotoxin,VI/VII,-2.33839,2.082125,0.0024854485,1.8629742,0.32793644,-0.56516236,
P03028,NA,VI/VII,-1.729913,7.175721,6.7661924,2.3109436,0.53749824,-0.50946826,
P03030,NA,VI/VII,-1.7225553,7.1873007,6.7258797,2.3109436,0.53749824,-0.50946826,
P03032,NA,VI/VII,-2.632928,2.3988383,-0.07902752,1.7622232,0.17875238,-0.81838655,
P03034,NA,VI/VII,-2.8389997,2.4700928,0.1688461,1.7622232,0.17875238,-0.81838655,
P03036,NA,VI/VII,-2.6765037,2.161585,0.21220885,1.7375573,0.23314427,-0.68099266,
P03038,NA,VI/VII,-0.2278063,7.080134,6.204213,1.8923302,0.16226855,-0.32470593,
P03039,omega conotoxin,VI/VII,-2.4692016,2.197736,0.083116144,1.7622232,0.17875238,-0.81838655,
P03041,NA,VI/VII,-2.4784343,2.1897027,-0.02526847,1.7622232,0.17875238,-0.81838655,
P03043,NA,VI/VII,-0.7885106,6.902157,3.1472647,0.8368641,-0.5942658,-0.646205,
P03045,NA,VI/VII,0.7236746,6.951745,6.3105717,1.4051994,0.053708386,-0.22308205,
P03047,NA,VI/VII,-1.7696961,7.187724,6.7802587,2.3109436,0.53749824,-0.50946826,
P03049,NA,VI/VII,-1.715133,7.167369,6.762239,2.3109436,0.53749824,-0.50946826,
P03051,NA,VI/VII,-0.025223596,8.200329,4.6012235,1.7318699,0.1773214,-0.83860034,
P03053,NA,VI/VII,0.7809831,6.875938,6.291933,1.4051994,0.053708386,-0.22308205,
P03055,NA,VI/VII,1.1165068,6.2370195,7.0889926,1.1011858,-0.2059662,-0.044543456,
P03057,NA,VI/VII,-1.7110459,7.209272,6.7074738,2.3109436,0.53749824,-0.50946826,
P03059,NA,VI/VII,-0.4952244,6.8246174,6.242873,2.07188,0.20332693,0.0023072783,
P03061,NA,VI/VII,-2.3725958,2.3740587,-0.15391839,1.8629742,0.32793644,-0.56516236,
P03063,NA,VI/VII,-1.6631821,7.1327844,6.6079206,2.2879329,0.6450711,-0.69331056,
P03065,NA,VI/VII,-2.6091669,2.2962646,-0.21845584,1.7622232,0.17875238,-0.81838655,
P03067,NA,VI/VII,-2.6287773,2.1683707,-0.15639113,1.7622232,0.17875238,-0.81838655,
P03068,NA,VI/VII,0.38803142,7.5247917,5.5089636,1.5097059,-0.18254662,-0.45227873,
P03070,NA,VI/VII,-1.127235,7.1713314,2.6405318,0.501371,0.031709228,-0.81171596,
P03071,NA,VI/VII,-0.1509999,7.83743,6.5647607,1.9776934,0.23728693,-0.6741289,
P03073,NA,VI/VII,-0.07607751,7.8044095,6.547852,1.9776934,0.23728693,-0.6741289,
P03075,NA,VI/VII,0.21350667,8.166244,5.036594,1.725459,0.14240257,-0.7612135,
P03076,delta conotoxin,VI/VII,0.6852082,6.962356,6.2128053,1.4051994,0.053708386,-0.22308205,
P03077,delta conotoxin,VI/VII,-1.1083646,8.282267,6.8761873,2.2977264,0.7113563,-0.62627655,
P03078,delta conotoxin,VI/VII,-1.0117106,8.126513,6.824081,2.2977264,0.7113563,-0.62627655,
P03079,delta conotoxin,VI/VII,-0.25141314,7.799921,6.475711,1.9776934,0.23728693,-0.6741289,
P03081,NA,VI/VII,0.51338744,10.498524,2.8710425,1.6011628,-0.009533235,-1.0077336,
P03082,delta conotoxin,VI/VII,-0.2772529,7.9178925,6.649983,1.9776934,0.23728693,-0.6741289,
P03084,NA,VI/VII,0.2610176,10.548187,2.5254734,1.6011628,-0.009533235,-1.0077336,
P03085,NA,VI/VII,-1.0059524,8.186856,6.8005,2.2977264,0.7113563,-0.62627655,
P03086,delta conotoxin,VI/VII,0.46655127,10.71081,2.7116063,1.6011628,-0.009533235,-1.0077336,
P03088,NA,VI/VII,-0.024546728,10.560503,2.531128,1.6011628,-0.009533235,-1.0077336,
P03090,NA,VI/VII,0.16330507,8.114949,4.9568243,1.725459,0.14240257,-0.7612135,
P03092,NA,VI/VII,0.27705172,10.727172,2.5337741,1.6011628,-0.009533235,-1.0077336,
P03094,NA,VI/VII,-0.26986226,7.9374084,6.5319824,2.0579252,0.37309775,-0.8228231,
P03096,NA,VI/VII,-0.1698033,7.7388163,6.4777246,2.0060215,0.3691914,-0.42694333,
P03098,NA,VI/VII,0.48505712,4.2804923,7.12496,0.149572,-0.19617245,0.13263065,
P03100,NA,VI/VII,0.23993848,8.097113,4.9525,1.725459,0.14240257,-0.7612135,
P03102,NA,VI/VII,0.25362697,10.843822,2.8689137,1.6011628,-0.009533235,-1.0077336,
P03104,NA,VI/VII,-1.5749815,7.274477,2.3911278,0.9538299,-0.15552092,-0.82841676,
P03106,NA,VI/VII,-0.8112625,7.908744,3.5304987,1.3737298,0.049603358,-0.84158987,
P03108,NA,VI/VII,-0.2660681,7.798627,4.290208,1.4455444,0.07283314,-0.5583509,
P03110,NA,VI/VII,-0.35854837,7.865543,4.3811107,1.4455444,0.07283314,-0.5583509,
P03112,NA,VI/VII,-1.0649573,7.9778147,3.0683894,1.3765928,0.12828232,-0.9764572,
P03114,NA,VI/VII,0.4396351,10.413105,2.6646845,1.6011628,-0.009533235,-1.0077336,
P03116,NA,VI/VII,-0.11310653,10.3146715,2.8824034,1.569148,-0.045494813,-0.9507605,
P03118,NA,VI/VII,-0.35133725,6.8136935,3.2189598,-0.23659973,-0.35741475,-0.69504535,
P03120,NA,VI/VII,-0.6319736,6.898239,5.875379,2.2568982,0.3553814,-0.2739892,
P03122,NA,VI/VII,0.5505075,5.8948164,7.6107407,1.4171388,-0.2944404,0.20480886,
P03124,NA,VI/VII,-0.2183321,7.5933414,5.0705667,1.3358808,0.19636132,-0.66640186,
P03126,NA,VI/VII,0.07843557,7.868951,4.468815,1.174905,-0.12405516,-0.673514,
P03127,NA,VI/VII,5.3378654,6.9337387,9.785734,0.04363444,0.036558818,0.046802364,
P03129,NA,VI/VII,-0.4766584,6.9182506,5.8149934,2.0445077,0.21531387,-0.48326284,
P03131,NA,VI/VII,-0.6147218,6.8485794,5.872577,2.2568982,0.3553814,-0.2739892,
P03133,NA,VI/VII,-0.025607005,7.7951627,4.828671,1.5317504,0.19420066,-0.62425333,
P03135,NA,VI/VII,-0.55805105,6.855673,5.8621235,2.0445077,0.21531387,-0.48326284,
P03137,NA,VI/VII,-0.6571837,6.792063,6.0271573,2.2568982,0.3553814,-0.2739892,
P03138,delta conotoxin,VI/VII,0.1819299,10.615556,2.33916,1.6869386,0.18529886,-0.957401,
P03139,delta conotoxin,VI/VII,-0.055855136,10.460449,2.6538308,1.6011628,-0.009533235,-1.0077336,
P03141,NA,VI/VII,-0.72163033,8.021722,6.725974,1.9641125,0.48095235,-0.63477105,
P03142,delta conotoxin,VI/VII,-0.75807226,6.938352,3.232579,0.7088864,-0.4911377,-0.7305638,
P03144,NA,VI/VII,-0.22514868,7.8759003,6.56518,1.9776934,0.23728693,-0.6741289,
P03146,NA,VI/VII,1.7915311,6.123653,7.6857824,0.79661787,-0.29337555,0.2794119,
P03148,NA,VI/VII,-0.29553542,6.8500686,6.85985,1.812641,0.35152638,-0.21052402,
P03400,NA,VI/VII,4.694242,4.723871,9.676902,0.8053252,-0.3166683,0.43556872,
P03531,NA,NA,10.0169935,9.136165,8.173986,-0.7987553,0.05242552,-0.70062894,
P03533,NA,NA,12.363987,12.538201,12.660257,-1.6090837,0.2646811,0.010819265,
P03539,NA,VI/VII,3.0131474,1.8884692,10.116989,1.4539102,-0.54962635,0.82771283,
P03541,NA,VI/VII,-4.342659,5.383106,7.6010056,2.778562,1.7214379,-0.23482554,
P03543,NA,VI/VII,-2.159526,4.832941,8.450995,2.3459246,0.9794365,0.060660906,
P03545,NA,VI/VII,,,,,,,
P03548,NA,NA,0.9627648,5.620048,9.961691,1.8287265,-0.117848836,0.7585051,
P03586,NA,XX,9.412333,9.111889,8.590356,-1.6413299,-0.039011344,-0.19699433,
P03588,NA,XX,7.640681,8.070313,7.0959272,-0.5705937,-0.29637533,0.24446286,
P03590,NA,XX,7.6051383,8.006797,7.222949,-0.5705937,-0.29637533,0.24446286,
P03592,NA,XX,9.313119,8.809812,8.788544,-1.4020224,0.20363396,0.154989,
P03594,NA,XX,7.6891923,8.030639,7.1971345,-0.5705937,-0.29637533,0.24446286,
P03596,NA,XX,9.596307,9.356413,8.416169,-1.433253,-0.024175314,-0.2994591,
P03598,NA,XX,9.575127,9.364622,8.409585,-1.433253,-0.024175314,-0.2994591,
P03600,NA,XX,7.7085505,8.012674,7.0999904,-0.5705937,-0.29637533,0.24446286,
P03602,NA,XX,7.8440495,8.210879,7.2091727,-0.8207193,-0.244406,0.10258287,
P03604,NA,XX,7.6386523,7.9575205,7.132075,-0.5705937,-0.29637533,0.24446286,
P03606,NA,XX,7.907803,7.4335785,8.338699,-0.5908107,0.10084378,0.637281,
P03608,NA,XX,7.8839774,7.4256063,8.3000345,-0.5908107,0.10084378,0.637281,
P03610,NA,XX,9.30337,8.879349,8.71529,-1.4830115,0.003949361,0.11086828,
P03612,NA,XX,9.5338955,9.256091,8.584075,-1.6413299,-0.039011344,-0.19699433,
P03614,NA,XX,9.33899,8.896542,8.631094,-1.4830115,0.003949361,0.11086828,
P03616,NA,XX,9.343211,8.888534,8.714851,-1.4830115,0.003949361,0.11086828,
P03618,NA,XX,7.7702274,8.036437,7.222164,-0.6784231,-0.2581305,0.16484147,
P03630,alpha conotoxin,XX,9.433086,9.113374,8.581116,-1.6413299,-0.039011344,-0.19699433,
P03631,alpha conotoxin,XX,7.5413156,8.015427,7.154448,-0.5705937,-0.29637533,0.24446286,
P03637,NA,NA,,,,,,,
P03639,NA,VI/VII,1.3682448,4.420508,10.052056,1.4246767,-0.3847512,0.82191473,
P03686,NA,NA,20.106724,-6.9484186,-3.258725,-1.384688,0.48250848,-0.69375837,
P03695,NA,V,4.723729,5.2292747,11.994849,0.66494024,-0.3251578,0.43024212,
P03696,NA,V,3.756653,6.761415,12.2678,0.9659233,0.06363401,0.68602777,
P03697,NA,V,4.6888895,4.5103593,12.587864,1.0689027,0.16928229,-0.11168443,
P03698,NA,V,2.5459986,6.5397305,16.569622,1.5233566,0.5373496,0.59365296,
P03699,NA,V,4.699773,4.4718447,12.618925,1.0689027,0.16928229,-0.11168443,
P03700,NA,V,2.3129745,6.828963,16.389078,1.5233566,0.5373496,0.59365296,
P03702,NA,VI/VII,-2.073132,4.926479,8.311303,2.3459246,0.9794365,0.060660906,
P03703,NA,VI/VII,-2.1195323,4.9307084,8.307279,2.3459246,0.9794365,0.060660906,
P03705,NA,VI/VII,-0.16307604,7.8474174,6.507792,1.9776934,0.23728693,-0.6741289,
P03707,NA,VI/VII,-0.5224885,7.036941,5.754235,2.0445077,0.21531387,-0.48326284,
P03709,NA,VI/VII,-0.5410677,7.0742126,5.6373014,1.9967278,0.28167477,-0.6490051,
P03711,NA,I,15.004271,17.659145,7.994695,-1.4895966,0.28453863,-0.35107398,
P03714,NA,III,9.360948,4.1194153,8.161611,-0.540729,-0.4114131,-0.27238882,
P03715,NA,III,9.319075,4.155242,8.237962,-0.540729,-0.4114131,-0.27238882,
P03716,NA,III,9.345015,4.152252,8.254475,-0.540729,-0.4114131,-0.27238882,
P03717,NA,VI/VII,0.4486476,7.5399566,5.52066,1.6588495,0.02645954,-0.48017463,
P03719,NA,VI/VII,-3.483345,6.0022078,7.9627028,2.9014578,1.555857,-0.067703865,
P03721,NA,VI/VII,-3.7937052,5.550462,7.638427,2.584768,1.6088961,-0.2597631,
P03723,NA,VI/VII,0.41182986,7.4973464,5.5625343,1.6588495,0.02645954,-0.48017463,
P03724,NA,I,,,,,,,
P03728,NA,XX,7.6872478,7.9800467,7.203544,-0.5705937,-0.29637533,0.24446286,
P03731,NA,VI/VII,28.4104,16.840845,13.127128,-1.2244831,0.10685844,-0.08962051,
P03735,NA,VI/VII,28.312103,16.476143,12.949765,-1.2244831,0.10685844,-0.08962051,
P03740,NA,VI/VII,28.49392,16.579342,12.956815,-1.2244831,0.10685844,-0.08962051,
P03743,NA,VI/VII,28.25756,16.925873,13.012001,-1.2244831,0.10685844,-0.08962051,
P03744,NA,VI/VII,28.39084,16.800932,12.766112,-1.2244831,0.10685844,-0.08962051,
P03747,NA,VI/VII,28.20107,16.879019,12.729351,-1.2244831,0.10685844,-0.08962051,
P03751,alpha conotoxin,I,-6.9459786,11.133613,12.500655,0.52411705,-0.7208958,0.04994378,
P03759,NA,XIV,-5.0862074,11.025099,12.966484,0.43561587,-0.39047265,0.33102646,
P03760,NA,XIV,-5.147225,10.974645,12.941862,0.43561587,-0.39047265,0.33102646,
P03761,NA,XIV,-2.0520504,10.359474,12.266801,0.5255807,-0.7844671,0.036235772,
P03767,NA,VI/VII,26.38684,16.186161,14.210758,-1.2203411,0.09019144,0.17819604,
P03768,NA,VI/VII,26.382563,16.170944,14.130176,-1.2203411,0.09019144,0.17819604,
P03769,NA,VI/VII,26.415848,16.16118,14.166134,-1.2203411,0.09019144,0.17819604,
P03770,NA,VI/VII,26.421432,16.232695,14.144821,-1.2203411,0.09019144,0.17819604,
P03771,NA,VI/VII,26.47058,16.2367,14.145216,-1.2203411,0.09019144,0.17819604,
P03772,NA,VI/VII,26.495571,16.289186,14.125625,-1.2203411,0.09019144,0.17819604,
P03773,NA,VI/VII,26.503258,16.286745,14.100633,-1.2203411,0.09019144,0.17819604,
P03774,NA,VI/VII,26.510193,16.284758,14.086655,-1.2203411,0.09019144,0.17819604,
P03781,NA,V,2.4656909,6.743852,16.531313,1.5233566,0.5373496,0.59365296,
P03782,NA,V,2.790146,6.71033,15.682464,1.2585791,0.47386554,0.7768005,
P03793,NA,XI,6.2875633,3.437431,8.606153,-0.0028850203,-0.61364293,-0.22455989,
P03795,NA,XI,6.3567204,3.608663,8.601819,-0.0028850203,-0.61364293,-0.22455989,
P03797,NA,XI,6.218245,3.479951,8.673422,-0.0028850203,-0.61364293,-0.22455989,
P03799,NA,XI,6.317017,3.6014462,8.673754,-0.20150256,-0.5422259,0.02378912,
P03801,NA,XI,6.2244205,3.5883307,8.704782,-0.20150256,-0.5422259,0.02378912,
P03803,NA,VI/VII,6.141809,3.7536533,8.670851,0.20839223,-0.6267562,0.04084951,
P03805,NA,VI/VII,6.263982,3.8117208,8.761232,-0.10676722,-0.5272346,0.0994197,
P03807,NA,XI,8.242895,10.263828,7.2779226,-0.7906098,-0.5520152,-0.26474693,
P03808,NA,XI,8.709438,10.568995,7.330873,-1.3647275,-0.1758595,-0.23171775,
P03809,NA,XI,9.261793,9.961164,11.5143795,-2.266747,0.59023875,-0.23931251,
P03810,NA,XI,9.354879,9.995635,11.460801,-2.266747,0.59023875,-0.23931251,
P03811,NA,XI,9.2043495,9.963453,11.443856,-1.9391056,0.68425417,-0.33986828,
P03812,NA,XI,4.6331954,7.486716,10.301185,0.30536786,-0.005161698,0.6635673,
P03813,NA,XI,9.158011,9.741883,11.263291,-1.4528912,0.6260073,-0.333677,
P03814,NA,XI,9.162649,9.758018,11.277442,-1.4528912,0.6260073,-0.333677,
P03815,NA,XI,9.347665,10.012163,11.366347,-1.9391056,0.68425417,-0.33986828,
P03816,NA,XI,5.0011864,6.875263,9.982781,0.102638,-0.3367863,0.34993595,
P03817,NA,NA,5.477826,7.7753544,10.096692,-0.23179838,0.16864246,0.014903627,
P03818,NA,XI,8.809717,10.622961,7.2346296,-1.2450804,-0.34512836,-0.26652405,
P03819,NA,XI,5.4243383,7.6041713,10.127861,-0.31556198,-0.11427197,0.10665752,
P03836,NA,VI/VII,28.331669,16.930054,12.577817,-1.2244831,0.10685844,-0.08962051,
P03841,NA,VI/VII,28.29154,16.725061,12.770216,-1.2244831,0.10685844,-0.08962051,
P03842,NA,VI/VII,28.244177,16.653336,12.903074,-1.2244831,0.10685844,-0.08962051,
P03843,NA,VI/VII,28.155716,16.552942,13.111054,-1.2244831,0.10685844,-0.08962051,
P03844,NA,VI/VII,28.231905,16.480915,12.74805,-1.2244831,0.10685844,-0.08962051,
P03845,NA,VI/VII,28.590216,16.70966,12.864122,-1.2244831,0.10685844,-0.08962051,
P03853,NA,XII,8.268829,10.013336,8.74412,-1.6249195,0.2073417,-0.01283644,
P03854,NA,NA,7.5423512,4.1409125,9.27272,0.026407313,-0.61105865,0.0011379331,
P03855,NA,NA,7.5646515,4.2521734,9.295884,0.026407313,-0.61105865,0.0011379331,
P03856,NA,NA,7.4789186,4.1471734,9.307963,0.026407313,-0.61105865,0.0011379331,
P03857,NA,NA,7.500132,4.1866093,9.314698,0.026407313,-0.61105865,0.0011379331,
P03858,NA,XII,8.091942,10.093675,8.37529,-1.3928355,-0.14843655,-0.22355373,
P03859,NA,XII,8.144441,10.016683,8.4279,-1.3928355,-0.14843655,-0.22355373,
P03860,NA,XII,8.15067,10.110909,8.54967,-1.5413648,-0.16881265,-0.22678035,
P03861,NA,XII,8.094066,10.069707,8.507982,-1.5413648,-0.16881265,-0.22678035,
P03862,NA,XII,7.686393,10.069989,8.208572,-1.0438005,-0.37942818,-0.3650091,
P03863,NA,XII,8.328588,10.034198,8.737118,-1.6249195,0.2073417,-0.01283644,
P03864,NA,XV,3.7582483,6.9071603,6.555464,-0.2180815,-0.6957145,-0.48325756,
P03865,NA,XV,3.3374286,5.354303,8.059482,0.6443856,-0.37088984,0.32963857,
P03866,NA,XV,3.7074437,6.8199058,6.678276,0.059237104,-0.6059826,-0.78511846,
P03867,NA,XV,3.741705,6.824756,6.673184,0.059237104,-0.6059826,-0.78511846,
P03868,NA,XV,3.7633312,5.6370683,7.653577,0.18059671,-0.5360529,0.060780928,
P03869,NA,XV,3.6790562,6.1398687,7.2210894,0.21002755,-0.5859471,-0.43691972,
P03870,NA,XV,3.3805995,5.433065,7.7536936,0.49336466,-0.6216695,0.06541915,
P03871,NA,XII,8.122743,10.067272,8.555496,-1.5413648,-0.16881265,-0.22678035,
P03890,NA,NA,6.1311765,11.83009,8.880826,-1.2701551,-0.16094814,-0.39948013,
P03895,NA,XI,8.96447,9.362272,10.920167,-1.2249209,0.70016414,0.2882948,
P03896,NA,XI,5.5255737,7.7272453,10.003486,-0.3014682,-0.012931445,-0.100826465,
P03898,NA,XI,9.155837,9.552757,11.0251,-1.1318,0.49447125,0.039239585,
P03900,alpha conotoxin,II,-6.849972,11.0935545,12.369206,0.52411705,-0.7208958,0.04994378,
P03910,NA,I,10.007916,11.033104,8.626111,-1.4200336,-0.053162746,-0.48945203,
P03911,NA,I,10.091056,11.009598,8.7381525,-1.4200336,-0.053162746,-0.48945203,
P03912,NA,I,,,,,,,
P03913,NA,I,,,,,,,
P03914,NA,IV,14.310552,17.996758,7.8120666,-0.96661454,-0.25464615,-0.28822157,
P03915,NA,IV,14.252844,19.090984,7.771502,-0.14899816,-0.59130484,-0.30285904,
P03916,NA,I,,,,,,,
P03917,NA,IV,10.188619,26.683266,8.788609,0.23254661,-0.64373505,-0.054968808,
P03919,NA,I,,,,,,,
P03920,NA,IV,9.948594,26.460312,8.729109,0.23254661,-0.64373505,-0.054968808,
P03921,NA,IV,,,,,,,
P03922,NA,IV,,,,,,,
P03923,NA,IV,14.371799,18.897423,7.7008185,-0.59837145,-0.2799303,0.16474323,
P03924,NA,IV,9.790039,26.82771,9.002811,0.23254661,-0.64373505,-0.054968808,
P03925,NA,IV,14.331191,18.902887,7.763301,-0.59837145,-0.2799303,0.16474323,
P03926,NA,I,14.847745,17.704767,7.821174,-1.2032512,-0.14272612,-0.31254742,
P03927,NA,I,,,,,,,
P03928,NA,I,,,,,,,
P03929,NA,I,,,,,,,
P03930,NA,I,,,,,,,
P03931,NA,IV,10.042527,26.869865,8.482642,0.23254661,-0.64373505,-0.054968808,
P03932,NA,IV,,,,,,,
P03933,NA,I,15.111899,17.980165,7.7803707,-0.8615371,-0.22826186,-0.23323613,
P03934,NA,I,,,,,,,
P03935,NA,I,,,,,,,
P03936,NA,I,,,,,,,
P03937,NA,IV,10.12941,26.800201,8.737706,0.23254661,-0.64373505,-0.054968808,
