id,pharmacologicalFamily,cysteineFramewrok,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P02861,NA,I,2.5095847,5.4654565,7.0937448,-0.36227626,1.2425148,-0.47178078,
P02862,NA,I,2.6360748,5.4321666,7.3587337,-0.44181603,1.3605059,-0.41804206,
P02863,NA,I,4.0585027,10.224494,3.3823206,2.7049818,-0.7571789,0.3151122,
P02865,NA,I,4.048691,10.132828,3.580845,2.6252856,-0.6915032,0.053275388,
P02867,NA,I,4.390002,8.363543,3.452375,1.7026786,-0.30010378,-0.18114531,
P02872,omega conotoxin,VI/VII,11.46698,3.4307592,2.6839187,-1.4411684,-0.7595086,0.06759079,
P02878,alpha conotoxin,I,2.5571797,3.7615204,8.483285,-1.1000816,1.5721154,0.25516123,
P02879,alpha conotoxin,I,2.6799233,3.6626666,8.365661,-1.1823026,1.656333,0.4097925,
P02880,NA,I,2.8437877,5.615898,7.0618153,-0.3157754,1.1306463,-0.5777006,
P02882,alpha conotoxin,I,2.589821,4.0225353,8.852009,-1.3589451,1.4983003,0.3610172,
P02884,NA,I,2.710873,5.171745,7.0874357,-0.46941906,1.3446685,-0.3636425,
P02886,NA,I,2.5826387,5.2627296,6.884529,-0.40322217,1.3061465,-0.4494999,
P02888,NA,I,2.70395,3.8026536,7.4017525,-0.7712618,1.6104064,0.05000274,
P02890,NA,I,2.7076862,3.7465463,7.066463,-0.75773805,1.5284803,0.008632486,
P02892,NA,I,1.8258548,5.0885177,4.455572,0.25382683,1.0156804,-0.62573963,
P02894,NA,I,3.3578317,8.983106,2.7626107,2.2848644,-0.32316902,0.5206434,
P02896,NA,I,3.3639805,8.333929,4.2241015,1.7293626,-0.0162562,-0.4261048,
P02898,NA,I,1.9909308,4.458562,7.2343526,-0.6541334,1.5311408,0.04511758,
P02900,NA,I,2.108136,8.437381,2.8412592,2.0376935,0.10029511,1.2735273,
P02901,NA,NA,,,,,,,
P02902,NA,I,2.5127301,2.1387393,5.643301,-0.74182993,1.7173136,0.0008159627,
P02904,NA,I,2.4468372,4.2454224,7.854859,-0.7394282,1.311322,0.143517,
P02906,NA,I,2.1451528,4.904275,6.85262,-0.3692411,1.4181745,-0.18112922,
P02908,NA,I,2.952857,3.9866366,8.488364,-1.22367,1.4939601,0.31214586,
P02910,NA,I,2.450247,6.3750415,4.992164,1.2694833,0.7982408,-0.23430833,
P02912,NA,I,2.8454359,4.1652946,8.171159,-1.0875078,1.5000991,0.3510353,
P02914,NA,I,2.1423035,5.5144596,5.9914474,0.3217045,1.0500987,-0.6396365,
P02916,NA,I,2.9059024,3.7185252,8.877671,-1.4561667,1.5913719,0.5352864,
P02918,NA,I,2.531165,3.8655515,8.695251,-1.1506268,1.4787364,0.3650732,
P02920,NA,I,2.474181,2.9697218,6.1340575,-0.76832455,1.7770001,0.21934827,
P02922,NA,I,3.0997999,5.5515804,6.744834,-0.21147321,1.2430892,-0.5155315,
P02924,NA,I,4.5195637,8.622266,4.558802,1.4475316,0.13478151,-1.1214942,
P02925,alpha conotoxin,I,3.03831,3.7676103,8.619553,-1.2406998,1.5659196,0.1689479,
P02927,NA,I,3.0546281,6.142326,6.061741,0.19673306,0.8195418,-0.64898527,
P02929,NA,I,2.8427777,5.7140536,5.961878,-0.060683385,1.1215883,-0.29157168,
P02931,NA,I,2.4520812,3.253758,6.224459,-0.8720007,1.6462253,0.24277091,
P02933,NA,I,2.4223297,3.4370444,6.2182145,-0.53123426,1.4921526,0.013072762,
P02935,NA,I,2.4559147,4.4250083,6.0775213,-0.22954841,1.4821135,-0.29518348,
P02937,NA,I,2.908924,5.8806167,5.899025,0.11815651,1.1226395,-0.50008464,
P02939,NA,I,2.620498,4.3467913,7.8460827,-0.6378652,1.3158113,0.17121954,
P02941,NA,NA,,,,,,,
P02943,NA,I,2.5034878,5.1133304,7.297435,-0.5770026,1.3642164,-0.23686482,
P02945,NA,I,2.8586895,5.497525,7.1898212,-0.33563185,1.1063278,-0.58661443,
P02947,NA,I,2.2351415,4.231249,7.087591,-0.4903698,1.4834398,-0.09542293,
P02949,NA,I,2.797472,3.6597917,8.823106,-1.3493278,1.5822872,0.3814668,
P02951,NA,I,2.506219,3.4537966,6.840143,-0.3893982,1.5733361,-0.18635492,
P02953,NA,V,,,,,,,
P02955,NA,V,,,,,,,
P02957,NA,V,,,,,,,
P02959,epsilon conotoxin,V,,,,,,,
P02961,NA,V,3.4825857,9.076344,2.6138175,2.3723361,-0.30682227,0.6306309,
P02963,NA,V,,,,,,,
P02964,NA,V,,,,,,,
P02966,NA,V,,,,,,,
P02968,NA,V,,,,,,,
P02969,delta conotoxin,VI/VII,9.070719,2.180112,1.7856798,-1.1606951,-0.67219174,-0.11277725,
P02975,alpha conotoxin,I,,,,,,,
P02977,NA,I,2.2260137,2.2433677,5.739382,-0.74182993,1.7173136,0.0008159627,
P02979,NA,I,2.4700134,2.7719257,6.230047,-0.5471902,1.7691089,-0.116303466,
P02981,NA,I,2.5451221,2.1669598,5.740098,-0.8664096,1.7311683,0.057236653,
P02983,NA,I,2.4736185,2.7149596,6.220418,-0.5471902,1.7691089,-0.116303466,
P02985,NA,I,2.176559,3.2086728,4.707747,0.035123903,1.3780491,-0.49455193,
P02987,NA,I,2.170886,3.2339656,4.685169,-0.07336577,1.4237186,-0.4779717,
P02989,NA,I,2.429911,2.0302184,5.5125494,-0.74182993,1.7173136,0.0008159627,
P02991,NA,I,2.520177,1.9615521,5.7843604,-0.74182993,1.7173136,0.0008159627,
P02993,NA,I,2.4117122,2.1495843,5.694624,-0.74182993,1.7173136,0.0008159627,
P02995,NA,I,2.5632808,2.0628583,5.680796,-0.8664096,1.7311683,0.057236653,
P02997,NA,I,,,,,,,
P02999,NA,I,,,,,,,
P03000,alpha conotoxin,I,2.4988441,4.9852095,6.511179,-0.08192831,1.4066567,-0.42850024,
P03002,NA,I,2.924655,4.4231853,7.9347363,-0.992757,1.4191444,0.11071356,
P03004,NA,I,2.059057,4.774004,7.0900507,-0.57931024,1.3321612,-0.14964318,
P03006,NA,I,2.3252149,3.9225256,7.6887565,-1.033722,1.6433069,0.26982528,
P03008,NA,I,2.187944,4.4154406,7.268665,-0.61744434,1.6530724,-0.009731235,
P03010,NA,I,2.2855978,4.86056,7.077402,-0.57931024,1.3321612,-0.14964318,
P03011,alpha conotoxin,I,2.701236,4.838606,6.734656,-0.36990735,1.4742781,-0.16304657,
P03013,NA,V,,,,,,,
P03015,NA,V,,,,,,,
P03016,delta conotoxin,VI/VII,9.395792,1.7325784,1.1670479,-1.2182051,-0.94052875,0.043579,
P03018,NA,VI/VII,9.033724,2.0157144,1.4710213,-0.89958346,-0.8538641,-0.058485106,
P03020,NA,VI/VII,9.469838,0.920596,1.1617687,-1.9280093,-1.0465784,0.44764635,
P03022,NA,VI/VII,9.093693,2.2241354,1.3914295,-0.848348,-0.8448448,-0.035116654,
P03024,NA,VI/VII,9.4499655,1.5220245,1.1770443,-1.2465233,-0.9965554,0.13327128,
P03025,delta conotoxin,VI/VII,9.661686,-0.24240434,1.2896255,-2.0190377,-1.1281657,0.69707215,
P03026,delta conotoxin,VI/VII,9.690314,-0.28555095,1.3553661,-2.0190377,-1.1281657,0.69707215,
P03028,NA,VI/VII,9.603474,-0.08751383,1.3872421,-1.976837,-1.1502686,0.67047566,
P03030,NA,VI/VII,8.602011,0.30354112,1.1059487,-1.9438993,-1.0867165,0.6083579,
P03032,NA,VI/VII,9.195354,0.91283584,1.7759383,-1.4790994,-0.7428437,0.2666676,
P03034,NA,VI/VII,9.598222,0.11770333,0.8646072,-1.8021351,-1.1667941,0.6392596,
P03036,NA,VI/VII,8.983097,1.0329132,1.4057833,-1.4390376,-0.7381441,0.25735366,
P03038,NA,VI/VII,9.47072,0.7229428,0.84253514,-1.313812,-1.0651684,0.23340943,
P03039,omega conotoxin,VI/VII,8.536518,0.49778336,1.3473395,-1.6314614,-1.0629607,0.41422787,
P03041,NA,VI/VII,9.404757,0.860649,1.0865151,-1.4588206,-0.9727959,0.32759386,
P03043,NA,VI/VII,8.740222,1.3026786,1.6986436,-1.3763987,-0.82295823,0.37759688,
P03045,NA,VI/VII,8.267329,0.3696153,1.0716434,-1.5611067,-0.9895744,0.43273804,
P03047,NA,VI/VII,9.182855,0.8870005,1.222829,-1.3953567,-0.8878045,0.25427797,
P03049,NA,VI/VII,8.186404,1.0097772,1.6089529,-0.9747455,-0.8333823,0.40554863,
P03051,NA,VI/VII,9.276139,-0.02240005,0.8593555,-1.708621,-1.17149,0.38613373,
P03053,NA,VI/VII,8.03174,1.1135798,1.4401915,-1.138478,-0.8528641,0.21983658,
P03055,NA,VI/VII,8.427035,1.5125241,1.8280439,-1.0180311,-0.6151362,0.12370246,
P03057,NA,VI/VII,8.292369,0.8259163,1.49935,-1.4381807,-0.9219789,0.4441941,
P03059,NA,VI/VII,3.6317146,9.640402,2.1463084,2.8329136,-0.9441172,1.3661381,
P03061,NA,VI/VII,9.338816,1.0544866,1.1844563,-1.2232342,-0.87564874,0.16173412,
P03063,NA,VI/VII,9.157852,0.17796499,1.0366232,-1.7764497,-1.2494481,0.46447223,
P03065,NA,VI/VII,8.525634,0.53250647,1.3572351,-1.522339,-0.9685074,0.56035817,
P03067,NA,VI/VII,9.813701,-0.41054803,0.3945906,-2.0133364,-1.3606098,0.75685614,
P03068,NA,VI/VII,8.3857565,-0.50720483,0.2690732,-1.9616112,-1.2000213,0.49703065,
P03070,NA,VI/VII,9.01338,1.0180568,1.9622222,-1.0126437,-0.91689545,0.026724197,
P03071,NA,VI/VII,9.337656,2.332079,-0.86619174,-1.6863112,-0.7963387,0.016178835,
P03073,NA,VI/VII,9.425175,2.6251168,-0.07085087,-1.4293213,-0.6374932,-0.1159762,
P03075,NA,VI/VII,9.463859,2.4961746,0.06450415,-1.3193562,-0.6359233,-0.09399347,
P03076,delta conotoxin,VI/VII,9.510589,2.080607,1.0831703,-1.5091014,-0.6175681,0.11765216,
P03077,delta conotoxin,VI/VII,8.995292,2.427554,1.6861156,-0.91430587,-0.65531826,-0.2009118,
P03078,delta conotoxin,VI/VII,9.145928,2.1407568,1.6416786,-1.1722965,-0.9942678,-0.0032715225,
P03079,delta conotoxin,VI/VII,8.714845,2.525084,1.6786915,-0.78919655,-0.734944,-0.09853841,
P03081,NA,VI/VII,8.343577,2.580779,1.8419666,-0.062113464,-0.8868273,-0.022594277,
P03082,delta conotoxin,VI/VII,9.362931,1.8131615,1.4760911,-1.3767784,-0.9747258,0.09922445,
P03084,NA,VI/VII,9.554879,1.9384476,1.3948622,-1.3767784,-0.9747258,0.09922445,
P03085,NA,VI/VII,8.996725,2.2014475,1.7484658,-1.0989175,-0.6850374,-0.06948325,
P03086,delta conotoxin,VI/VII,9.38021,2.1794674,1.2583863,-1.3419787,-0.5811343,0.15071751,
P03088,NA,VI/VII,9.497553,2.1955545,1.2691619,-1.3352368,-0.6547398,0.18705684,
P03090,NA,VI/VII,7.8392096,2.933283,1.8033233,0.4555655,-1.5187621,1.587695,
P03092,NA,VI/VII,10.321285,4.119564,5.3075666,-1.6994442,-1.0656646,0.15586285,
P03094,NA,VI/VII,10.440085,4.142142,5.4902644,-1.7566352,-1.0996652,0.21834314,
P03096,NA,VI/VII,8.63044,3.050957,2.1277087,-0.23809953,-0.73770314,0.18941486,
P03098,NA,VI/VII,11.533027,6.2917104,4.1801124,-1.2259945,-1.0660194,0.09467139,
P03100,NA,VI/VII,10.421797,4.2131753,5.500035,-1.9231037,-1.1883825,0.36302623,
P03102,NA,VI/VII,10.584683,4.4561253,5.6581078,-1.8828814,-1.3021144,0.47088903,
P03104,NA,VI/VII,8.516757,3.16193,0.902288,-0.798286,-0.8521976,-0.39301822,
P03106,NA,VI/VII,8.26849,2.6963122,1.0524052,-0.73411816,-1.0280412,-0.12265782,
P03108,NA,VI/VII,8.730227,3.071922,0.6312425,-1.0329702,-0.7374239,-0.27852404,
P03110,NA,VI/VII,3.5840993,8.861218,2.1888516,2.4533074,-1.370231,0.8989883,
P03112,NA,VI/VII,8.911292,2.5146174,0.6404917,-1.2748551,-0.86722195,-0.06754755,
P03114,NA,VI/VII,9.381055,2.2661624,-0.93952143,-1.6863112,-0.7963387,0.016178835,
P03116,NA,VI/VII,8.609799,1.8242043,0.26773328,-1.2786266,-0.71911883,0.03632011,
P03118,NA,VI/VII,8.870263,2.9297547,0.83312386,-1.0869433,-0.8745531,-0.24523328,
P03120,NA,VI/VII,9.025453,1.0310833,1.6749973,-1.3209901,-0.97089815,0.09411235,
P03122,NA,VI/VII,9.480116,2.377506,0.4237458,-1.17757,-0.4882852,-0.13555546,
P03124,NA,VI/VII,9.571107,0.75199574,0.7776636,-1.4295086,-0.907903,0.1866705,
P03126,NA,VI/VII,9.486653,1.4044679,0.95901716,-1.6520357,-0.7520082,0.2497941,
P03127,NA,VI/VII,8.855232,1.640353,0.5515514,-1.3694428,-0.7721822,-0.04032047,
P03129,NA,VI/VII,8.798726,0.521208,0.29188237,-1.8461698,-1.0777802,0.3362644,
P03131,NA,VI/VII,9.127212,0.8537866,1.8622648,-1.3209901,-0.97089815,0.09411235,
P03133,NA,VI/VII,9.318725,0.39504215,0.600206,-1.5265632,-1.1334372,0.23144698,
P03135,NA,VI/VII,8.941647,1.7702483,0.07376579,-1.4825842,-0.70872855,-0.06110245,
P03137,NA,VI/VII,8.044726,1.3975772,1.6955922,-0.8088083,-0.68439776,0.24664196,
P03138,delta conotoxin,VI/VII,9.3215885,2.0800617,-0.34970516,-1.779705,-0.9219404,0.48256433,
P03139,delta conotoxin,VI/VII,8.745559,2.08742,1.6987644,-1.0267489,-0.9708965,0.003674986,
P03141,NA,VI/VII,8.937842,2.5463533,1.7796984,-0.91430587,-0.65531826,-0.2009118,
P03142,delta conotoxin,VI/VII,9.092689,2.279173,1.7488025,-1.2147318,-0.6131499,-0.0820686,
P03144,NA,VI/VII,9.499178,1.9453954,1.4239,-1.3767784,-0.9747258,0.09922445,
P03146,NA,VI/VII,8.685548,2.1607752,1.7270093,-1.0267489,-0.9708965,0.003674986,
P03148,NA,VI/VII,7.908785,4.723691,2.648629,0.68449587,-0.7651061,-0.33108246,
P03400,NA,VI/VII,5.2281814,7.095627,3.0789618,1.4503827,-0.3419688,-0.79882085,
P03531,NA,NA,4.423597,9.406548,2.0813193,2.7903988,-1.2102802,1.360214,
P03533,NA,NA,4.374263,9.515276,2.0885801,2.7566872,-1.1603746,1.2344413,
P03539,NA,VI/VII,11.0659895,6.083215,4.8255463,-1.4703406,-1.2367043,0.55944043,
P03541,NA,VI/VII,10.67123,6.574319,2.9504204,-0.6759301,-0.9878723,-0.027739253,
P03543,NA,VI/VII,11.573234,3.3578258,3.0339,-1.1421819,-0.801673,-0.20753483,
P03545,NA,VI/VII,8.634095,4.3773518,2.3990812,-0.5112424,-0.5164628,-0.49272382,
P03548,NA,NA,,,,,,,
P03586,NA,XX,4.5097914,5.7792783,3.0475523,1.3003136,0.11232363,-0.51818234,
P03588,NA,XX,3.0574477,9.160601,2.0399628,2.3914466,-0.57848614,1.2556523,
P03590,NA,XX,3.0900025,9.494872,2.0180094,2.6334822,-0.7608832,1.6168088,
P03592,NA,XX,4.1635857,6.2331533,2.9362724,1.8030492,-0.20439923,0.13039419,
P03594,NA,XX,3.1804082,9.410609,2.1068738,2.6685643,-0.7237076,1.1246846,
P03596,NA,XX,4.8749866,5.542324,3.4506772,0.7416063,0.3719877,-0.9455941,
P03598,NA,XX,5.020612,5.411457,3.7321382,0.58748984,0.45524502,-0.98962194,
P03600,NA,XX,4.734068,5.491812,3.6026828,0.87307805,0.33096635,-0.88864434,
P03602,NA,XX,4.8092146,5.6691685,3.7097874,1.0425252,0.27553123,-0.9999288,
P03604,NA,XX,4.8688397,5.7714753,3.4920642,1.2008821,0.21082516,-0.8674867,
P03606,NA,XX,4.407473,5.735103,3.0182257,1.2140807,0.12364554,-0.58503824,
P03608,NA,XX,4.4083424,5.89483,3.1828008,1.3991965,0.020722969,-0.32179508,
P03610,NA,XX,4.247144,5.743682,3.2108288,1.3063139,0.097449355,-0.4393735,
P03612,NA,XX,4.560043,5.6769,3.3202398,1.0364687,0.24078332,-0.6941046,
P03614,NA,XX,4.151696,5.760505,3.2168765,1.5980569,-0.054532055,-0.3837992,
P03616,NA,XX,4.17833,5.7956023,3.144997,1.62713,-0.06185727,-0.34657592,
P03618,NA,XX,4.5623,5.5836864,3.5413911,1.1300794,0.23991866,-0.78053147,
P03630,alpha conotoxin,XX,4.5834675,5.5417833,3.3160777,1.0364687,0.24078332,-0.6941046,
P03631,alpha conotoxin,XX,4.500124,5.583935,3.6070795,1.1300794,0.23991866,-0.78053147,
P03637,NA,NA,,,,,,,
P03639,NA,VI/VII,10.6983595,5.507081,4.819048,-1.32987,-1.0129058,-0.07492939,
P03686,NA,NA,3.6303198,10.645082,5.044143,2.113518,-0.15136117,-0.71362984,
P03695,NA,V,2.4235065,6.246477,3.22001,1.0886904,0.6586124,0.64785933,
P03696,NA,V,2.3093936,6.211614,3.1750903,1.0886904,0.6586124,0.64785933,
P03697,NA,V,,,,,,,
P03698,NA,V,,,,,,,
P03699,NA,V,,,,,,,
P03700,NA,V,,,,,,,
P03702,NA,VI/VII,9.021271,4.0968137,2.4484544,-0.54136616,-0.4698222,-0.39327514,
P03703,NA,VI/VII,11.836568,3.308712,3.0451164,-1.4707018,-0.773479,-0.070525244,
P03705,NA,VI/VII,8.557717,2.3258843,1.7933537,-0.733215,-1.0049969,-0.009376369,
P03707,NA,VI/VII,9.116711,2.1502662,1.5987201,-1.0108294,-0.97931236,-0.11800927,
P03709,NA,VI/VII,8.674238,2.182976,1.8145169,-0.95310026,-0.88279194,0.056642964,
P03711,NA,I,2.421296,2.1104198,5.620314,-0.74182993,1.7173136,0.0008159627,
P03714,NA,III,2.3722734,4.305042,3.7582605,0.5726656,0.94546664,-0.6526554,
P03715,NA,III,2.1252217,4.325471,3.7615347,0.51887107,0.92279935,-0.64234215,
P03716,NA,III,2.2904968,4.3892508,3.6947825,0.73737353,0.8740142,-0.638404,
P03717,NA,VI/VII,9.589964,2.2259717,0.4508322,-1.2719064,-0.57876277,-0.029037395,
P03719,NA,VI/VII,9.275999,2.9234216,1.3824368,-0.9341951,-0.4937856,-0.17587909,
P03721,NA,VI/VII,7.625384,6.2520576,2.3582501,-0.07991836,0.1619603,-0.7113152,
P03723,NA,VI/VII,9.545441,2.1449714,0.3876872,-1.2719064,-0.57876277,-0.029037395,
P03724,NA,I,2.766401,5.4298406,6.853468,-0.1492513,1.0857265,-0.5090602,
P03728,NA,XX,4.703122,5.438564,3.6583939,0.87307805,0.33096635,-0.88864434,
P03731,NA,VI/VII,12.411323,5.774973,4.674824,-1.6646061,-0.94543093,0.21778041,
P03735,NA,VI/VII,12.395676,5.8815517,4.5869465,-1.2922728,-0.9465417,-0.001124835,
P03740,NA,VI/VII,11.744572,6.400066,5.253163,-2.049173,-1.1977088,0.4072535,
P03743,NA,VI/VII,12.018632,6.1707897,5.1861715,-2.0094748,-1.1537113,0.35932437,
P03744,NA,VI/VII,11.681297,6.212762,5.3340445,-2.0240636,-1.1669202,0.37701437,
P03747,NA,VI/VII,11.620057,6.3481493,5.1567388,-1.9416562,-1.1958612,0.4254697,
P03751,alpha conotoxin,I,2.1462007,4.6081376,7.077395,-0.42979443,1.4905777,-0.11068453,
P03759,NA,XIV,3.6630673,8.687201,4.1056576,2.1429749,0.05598185,-0.37055546,
P03760,NA,XIV,3.4229782,7.8588696,4.2710996,1.6372321,0.17099926,-0.8055722,
P03761,NA,XIV,3.9646564,8.341311,3.015031,2.0420372,-0.12330881,-0.012228659,
P03767,NA,VI/VII,10.948078,5.421515,6.7871456,-1.8353631,-1.375436,0.6334211,
P03768,NA,VI/VII,10.851528,5.3723464,6.752241,-1.8353631,-1.375436,0.6334211,
P03769,NA,VI/VII,10.962648,5.483201,6.84671,-1.8353631,-1.375436,0.6334211,
P03770,NA,VI/VII,10.950466,5.457788,6.836037,-1.8353631,-1.375436,0.6334211,
P03771,NA,VI/VII,10.856952,5.395353,6.731967,-1.9065222,-1.3801329,0.7244906,
P03772,NA,VI/VII,10.858379,5.374088,6.6704264,-1.9065222,-1.3801329,0.7244906,
P03773,NA,VI/VII,10.904586,5.39284,6.7444377,-1.9065222,-1.3801329,0.7244906,
P03774,NA,VI/VII,10.817039,5.4869723,6.458226,-1.7966427,-1.4005057,0.6379475,
P03781,NA,V,1.6783742,8.99468,3.0977423,1.9877833,-0.042613164,1.9570106,
P03782,NA,V,,,,,,,
P03793,NA,XI,9.431958,6.1500983,2.522303,-0.69117343,-0.5972645,-0.34854865,
P03795,NA,XI,9.878065,6.1696014,3.1529145,-1.0728915,-0.82271314,-0.002813223,
P03797,NA,XI,9.178096,5.679301,2.4056082,-0.6230313,-0.30481124,-0.45970866,
P03799,NA,XI,9.064523,5.758324,2.361137,-0.62260693,-0.34024557,-0.50096494,
P03801,NA,XI,9.203107,5.949544,2.6954048,-0.64254665,-0.90674525,-0.34789935,
P03803,NA,VI/VII,8.793763,5.923403,1.3542476,-0.32161775,-1.2160033,-0.53012544,
P03805,NA,VI/VII,9.152768,6.866746,1.2699238,-0.7434716,-1.1212599,-0.11446513,
P03807,NA,XI,10.106744,5.4543777,3.9770987,-1.3492986,-1.0258421,-0.03916284,
P03808,NA,XI,10.041274,5.5463986,3.9303715,-1.1635804,-1.0195378,-0.14747441,
P03809,NA,XI,10.696362,5.2005663,2.7343464,-1.2042688,-0.8917805,0.23534259,
P03810,NA,XI,10.603916,5.2350407,2.7905798,-1.1254735,-0.9943517,0.27680284,
P03811,NA,XI,9.677296,5.104323,2.2834077,-0.48794526,-0.57776296,-0.21687889,
P03812,NA,XI,4.8023224,7.505064,2.7254286,1.7598584,-0.44117975,-0.26512024,
P03813,NA,XI,10.720656,5.3400197,2.8423865,-1.2042688,-0.8917805,0.23534259,
P03814,NA,XI,10.567656,5.215316,2.8019354,-1.2042688,-0.8917805,0.23534259,
P03815,NA,XI,9.16326,4.776728,2.1527233,0.2494396,-0.82171434,0.10271515,
P03816,NA,XI,2.9286187,7.3298616,2.8756363,1.5126967,0.1068679,0.19533582,
P03817,NA,NA,9.152686,6.2900314,3.225377,-0.4713291,-0.58625764,-0.009948367,
P03818,NA,XI,10.099353,6.0892854,3.7148414,-1.3247378,-1.0510393,0.008558239,
P03819,NA,XI,10.007305,5.773378,4.107708,-1.2716035,-1.1325021,-0.05844755,
P03836,NA,VI/VII,12.555286,5.920804,5.586874,-1.8545527,-1.1790127,0.42367646,
P03841,NA,VI/VII,12.218681,6.1272607,5.489838,-1.8851273,-1.1393478,0.37790057,
P03842,NA,VI/VII,12.387702,5.989449,5.590699,-1.9724066,-1.1643438,0.54811096,
P03843,NA,VI/VII,12.147714,6.0090227,5.3295,-1.9501432,-1.1201876,0.4792238,
P03844,NA,VI/VII,12.208843,6.013562,5.4005837,-1.9471443,-1.1095517,0.46734446,
P03845,NA,VI/VII,12.54526,5.9395757,5.5021987,-1.8545527,-1.1790127,0.42367646,
P03853,NA,XII,4.2121906,9.285341,2.3509178,2.349018,-1.0385432,0.740691,
P03854,NA,NA,8.300558,5.733123,1.5941838,-0.29988143,-0.71589124,-0.6914874,
P03855,NA,NA,8.339233,5.7298207,1.6361883,-0.4026747,-0.72723377,-0.60531867,
P03856,NA,NA,8.273884,5.7626185,1.7164284,-0.2734968,-0.7055823,-0.69563556,
P03857,NA,NA,8.16615,5.673094,1.7982357,-0.21003313,-0.6757519,-0.7115323,
P03858,NA,XII,3.7358406,9.1322155,2.2967896,2.2781749,-0.5790522,0.42337462,
P03859,NA,XII,4.452827,8.87289,1.8696489,2.0164752,-0.6849257,0.37428933,
P03860,NA,XII,4.317102,9.001346,2.5973413,2.5042925,-0.6621241,0.15475148,
P03861,NA,XII,3.7481542,9.311666,2.2403078,2.3650565,-0.6229384,0.5537904,
P03862,NA,XII,3.3620198,9.659046,2.3946455,2.9167912,-0.7410915,0.93284583,
P03863,NA,XII,4.2580833,9.213886,2.3559694,2.349018,-1.0385432,0.740691,
P03864,NA,XV,4.9755216,5.779599,2.954525,1.1788619,-0.20651698,-0.28045738,
P03865,NA,XV,8.833604,6.6812263,0.42463,-0.90107954,-0.8259501,-0.39384767,
P03866,NA,XV,8.949677,6.5142636,0.5501569,-0.89596504,-0.84435433,-0.45814967,
P03867,NA,XV,8.95438,6.5930133,1.1440321,-1.0127864,-0.69311494,-0.46675986,
P03868,NA,XV,8.772991,6.6014266,0.5378817,-0.89304817,-0.8282268,-0.4536995,
P03869,NA,XV,8.819804,6.7120347,0.9235946,-0.68159443,-0.7953991,-0.5571257,
P03870,NA,XV,9.018602,6.624166,1.1147773,-0.77743053,-0.70594,-0.50867194,
P03871,NA,XII,4.295127,9.026619,2.429671,2.5042925,-0.6621241,0.15475148,
P03890,NA,NA,5.1120796,7.4932675,5.0493646,1.4263786,-0.020084925,-1.1485713,
P03895,NA,XI,10.139049,5.731308,3.4293063,-0.9921257,-0.9487568,-0.112454735,
P03896,NA,XI,9.445061,6.2479687,3.3772547,-1.0496671,-0.93045086,-0.28061715,
P03898,NA,XI,10.006394,5.9086094,3.6677928,-0.90858436,-0.9666088,-0.19756904,
P03900,alpha conotoxin,II,1.9426835,4.336432,2.8136265,-0.1784017,1.3465841,-0.38896057,
P03910,NA,I,2.4115767,3.1105602,6.0615396,-0.83597,1.6012238,0.30514985,
P03911,NA,I,2.3585682,3.1666195,6.0522904,-0.83597,1.6012238,0.30514985,
P03912,NA,I,2.5658872,3.130173,6.346772,-0.6065429,1.6389786,0.0049138865,
P03913,NA,I,2.4539814,3.209701,6.276193,-0.71355486,1.5853399,0.14062266,
P03914,NA,IV,3.1181045,7.7660694,3.9574707,1.9138807,0.19373956,-0.038850233,
P03915,NA,IV,2.4470837,8.888682,2.8420937,2.5900562,-0.18138127,1.2976625,
P03916,NA,I,,,,,,,
P03917,NA,IV,3.109691,7.040032,3.6809921,1.2938513,0.6716518,-0.31564054,
P03919,NA,I,2.4676158,3.0962086,6.2124624,-0.9209474,1.6927625,0.19324467,
P03920,NA,IV,3.3331962,7.5000625,4.0150127,1.7392005,0.21231814,-0.8024903,
P03921,NA,IV,2.069957,10.28251,2.9263506,2.7195091,-0.34827682,0.8046409,
P03922,NA,IV,2.9207127,7.610198,3.3468745,1.7926879,0.37877253,0.59958285,
P03923,NA,IV,3.5912569,7.8203897,3.895749,2.1545658,-0.08221256,-0.6094844,
P03924,NA,IV,2.878405,7.9230375,3.6956155,2.1296122,0.102150016,0.23436819,
P03925,NA,IV,3.6933322,7.8769703,4.052636,1.9268581,-0.12578553,-0.814324,
P03926,NA,I,2.3798153,2.1913307,5.606263,-0.74182993,1.7173136,0.0008159627,
P03927,NA,I,2.636216,4.462218,6.949261,-0.5501012,1.3538496,-0.22940464,
P03928,NA,I,2.188775,4.0770698,7.7519174,-0.7746799,1.423616,0.08254068,
P03929,NA,I,2.3906305,3.9168403,7.2860794,-0.79450077,1.4147087,0.02503141,
P03930,NA,I,2.6293128,3.998089,7.2205906,-0.7371198,1.3632641,-0.14009374,
P03931,NA,IV,3.436325,7.314476,3.909763,1.5581617,0.34788668,-0.86518866,
P03932,NA,IV,2.9818285,8.220821,3.2892687,2.2763803,-0.16916999,0.419519,
P03933,NA,I,2.2441628,2.9040356,5.00815,-0.28279796,1.5016382,-0.30228645,
P03934,NA,I,,,,,,,
P03935,NA,I,,,,,,,
P03936,NA,I,3.39186,10.453629,3.2796624,2.689524,-0.3259538,0.31096497,
P03937,NA,IV,2.9209483,7.7485237,3.2005732,2.0208235,0.112608954,0.4618145,
P03938,NA,IV,3.1250255,7.2935348,4.1863656,1.0236143,0.6764175,-0.7713783,
