uid,dset,x,y,z
AVX,3FTx,11.172583,7.746205,8.386119
AVY,3FTx,11.144678,7.9845924,8.250809
AVZ,3FTx,11.051053,7.6215277,8.656413
AWA,3FTx,11.132492,7.7437897,8.4963875
AWB,3FTx,11.005054,7.571188,8.351663
AWC,3FTx,11.155517,7.5622745,8.441627
AWD,3FTx,10.922374,7.6136928,8.624088
AWE,3FTx,11.154852,7.2375846,8.835989
AWF,3FTx,10.937325,7.598515,8.609928
AWG,3FTx,11.805883,8.183642,8.289287
AWH,3FTx,11.296753,7.0767417,8.8569
AWI,3FTx,10.988588,7.3809495,8.555461
AWJ,3FTx,11.117152,7.339034,8.694446
AWK,3FTx,11.16522,7.375777,8.645347
AWL,3FTx,12.388502,9.575605,7.7977567
AWM,3FTx,12.513902,9.319388,7.2046943
AWN,3FTx,12.218943,9.375335,7.5268774
AWO,3FTx,12.0497265,8.904879,7.6867046
AWP,3FTx,12.1112,9.389578,7.406711
AWQ,3FTx,13.355927,8.856528,6.632947
AWR,3FTx,11.924756,9.298643,7.727158
AWS,3FTx,12.125231,7.881266,8.04499
AWT,3FTx,11.317485,8.061315,8.441464
AWU,3FTx,11.523238,8.438853,8.298382
AWV,3FTx,11.331411,7.8683743,8.628676
AWW,3FTx,11.325844,7.098494,9.124247
AWX,3FTx,11.292347,7.8997636,8.37406
AWY,3FTx,13.58027,11.422458,6.690627
AWZ,3FTx,13.474181,11.656531,6.3476863
AXA,3FTx,13.700635,11.469748,6.6665044
AXB,3FTx,13.586581,9.40073,6.002086
AXC,3FTx,14.301709,10.420981,6.437359
AXD,3FTx,12.306842,7.8673234,7.950097
AXE,3FTx,14.691328,10.21678,2.8765101
AXF,3FTx,14.35612,9.670645,3.0995834
AXG,3FTx,15.01592,10.070326,2.8460138
AXH,3FTx,14.258231,9.839702,5.863916
AXI,3FTx,13.366837,11.536096,5.8415804
AXJ,3FTx,16.22825,6.3899636,6.856822
AXK,3FTx,15.713323,6.9378815,7.126084
AXL,3FTx,16.410196,6.9472857,6.8423843
AXM,3FTx,16.27012,7.173916,6.6734066
AXN,3FTx,16.077408,6.853576,6.687009
AXO,3FTx,12.461257,8.017395,7.743829
AXP,3FTx,16.077219,6.954685,6.9407296
AXQ,3FTx,13.911791,9.622319,6.311541
AXR,3FTx,14.306996,10.652186,5.607371
AXS,3FTx,13.284569,8.953266,5.4184093
AXT,3FTx,12.85584,9.193044,5.651967
AXU,3FTx,12.860593,8.187933,5.65594
AXV,3FTx,13.325349,7.9077954,6.0646524
AXW,3FTx,13.559279,9.19334,5.7314315
AXX,3FTx,13.549699,8.249046,5.5189605
AXY,3FTx,13.06831,8.703323,5.3637757
AXZ,3FTx,12.401156,7.766736,8.001414
AYA,3FTx,11.361783,8.133905,8.312723
AYB,3FTx,11.260595,7.863266,8.29876
AYC,3FTx,11.571695,7.0826035,9.086659
AYD,3FTx,11.274811,6.858538,9.3197
AYE,3FTx,11.530288,7.2071123,8.974127
AYF,3FTx,12.175138,9.48802,7.347739
AYG,3FTx,11.158478,7.342041,8.850128
AYH,3FTx,11.389144,7.146832,9.196614
AYI,3FTx,11.288765,7.549609,8.734913
AYJ,3FTx,11.879445,8.859,7.826251
AYK,3FTx,11.686046,7.997383,8.369494
AYL,3FTx,12.854879,9.180035,6.9375215
AYM,3FTx,11.526278,7.982687,8.615404
AYN,3FTx,15.167388,10.9176235,5.8010817
AYO,3FTx,13.915499,9.7879305,4.8568
AYP,3FTx,11.413404,11.423972,7.9645424
AYQ,3FTx,12.011298,11.692704,8.56761
AYR,3FTx,15.267376,8.482119,6.8004847
AYS,3FTx,15.295809,8.523255,6.7413087
AYT,3FTx,14.375084,10.884861,6.455934
AYU,3FTx,14.647673,10.481754,6.8970666
AYV,3FTx,11.790508,7.812744,8.625049
AYW,3FTx,12.047767,11.173847,8.641161
AYX,3FTx,11.89352,11.904685,7.5256286
AYY,3FTx,12.408383,10.989414,7.93899
AYZ,3FTx,11.959759,10.6656275,7.9453244
AZA,3FTx,11.950049,10.772922,8.279328
AZB,3FTx,12.301281,11.150692,8.933246
AZC,3FTx,13.413054,11.652153,5.9169664
AZD,3FTx,13.620541,11.553883,5.67765
AZE,3FTx,13.4498825,11.629786,5.7913337
AZF,3FTx,11.826058,7.8311257,8.416319
AZG,3FTx,12.363517,10.774414,5.561129
AZH,3FTx,13.369769,9.794198,5.702946
AZI,3FTx,13.766502,9.776275,6.135976
AZJ,3FTx,15.225145,9.883771,5.9489946
AZK,3FTx,14.419332,11.100447,5.247398
AZL,3FTx,11.83937,7.9646535,8.480541
AZM,3FTx,14.939839,9.96426,5.309717
AZN,3FTx,14.731391,10.75215,4.1109414
AZO,3FTx,14.51799,10.820348,3.9907951
AZP,3FTx,14.535248,10.67964,4.626413
AZQ,3FTx,14.316552,10.258651,5.1869283
AZR,3FTx,13.507579,10.588609,5.2875986
AZS,3FTx,15.597505,7.481848,6.5302143
AZT,3FTx,14.944207,7.165131,6.3406353
AZU,3FTx,15.411401,6.5747566,6.9053845
AZV,3FTx,15.403649,6.943248,6.5345397
AZW,3FTx,12.155271,7.722651,8.707374
AZX,3FTx,15.2696905,6.449642,6.8120837
AZY,3FTx,15.042221,6.4321666,6.8460546
AZZ,3FTx,14.986907,6.7638826,6.6962743
BAA,3FTx,15.1698675,6.5377274,7.0227404
BAB,3FTx,14.874473,6.565095,6.702798
BAC,3FTx,15.061759,6.450336,6.846094
BAD,3FTx,15.041033,6.6123495,6.906595
BAE,3FTx,15.107291,6.580673,6.9171157
BAF,3FTx,14.430648,9.357881,6.5185523
BAG,3FTx,14.472683,9.65636,6.5051913
BAH,3FTx,12.060478,7.4670305,8.606558
BAI,3FTx,11.452191,7.484611,8.370724
BAJ,3FTx,14.536413,9.702676,6.597341
BAK,3FTx,14.390116,9.791633,6.3406887
BAL,3FTx,14.337883,9.724786,6.417692
BAM,3FTx,14.451287,9.826622,6.430613
BAN,3FTx,15.228952,7.080494,6.682035
BAO,3FTx,15.268597,6.69639,6.399064
BAP,3FTx,15.2911215,6.848946,6.571941
BAQ,3FTx,15.32744,6.7298136,6.8476205
BAR,3FTx,15.334846,6.6438265,6.7360673
BAS,3FTx,16.26541,6.7494926,6.8747277
BAT,3FTx,11.484083,8.1123905,8.431398
BAU,3FTx,15.639178,6.533322,6.153413
BAV,3FTx,15.463291,6.476883,6.3598914
BAW,3FTx,15.781856,6.9713283,6.407542
BAX,3FTx,15.880715,6.913019,6.2130847
BAY,3FTx,15.707834,6.577763,6.428865
BAZ,3FTx,15.423638,6.366655,6.5844536
BBA,3FTx,15.760697,6.9743123,6.9729576
BBB,3FTx,15.838241,7.1523023,6.9512987
BBC,3FTx,16.077496,7.0199437,7.1547422
BBD,3FTx,16.010384,7.086546,7.0829587
BBE,3FTx,12.696234,10.374988,6.6957006
BBF,3FTx,15.67278,7.026202,6.9830894
BBG,3FTx,16.12224,7.154851,6.9798036
BBH,3FTx,15.861546,6.8331633,7.257179
BBI,3FTx,15.768708,7.1966815,6.9276996
BBJ,3FTx,15.93541,6.773373,7.25285
BBK,3FTx,15.758871,6.708455,6.205673
BBL,3FTx,15.954357,7.181116,6.339121
BBM,3FTx,15.971372,6.2959304,6.123673
BBN,3FTx,16.088211,6.516276,6.26786
BBO,3FTx,15.853919,6.3377776,6.625257
BBP,3FTx,12.162053,7.8542094,8.031339
BBQ,3FTx,15.596883,6.3372946,6.4230976
BBR,3FTx,15.802709,6.304325,6.454815
BBS,3FTx,15.506307,6.4452076,6.3972006
BBT,3FTx,15.634824,6.256739,6.4499288
BBU,3FTx,16.06937,6.962307,6.949315
BBV,3FTx,16.300669,6.94011,6.599901
BBW,3FTx,16.232151,7.2269983,6.77896
BBX,3FTx,16.249584,6.748226,6.7918553
BBY,3FTx,16.152803,6.878117,6.9065595
BBZ,3FTx,16.102543,6.9075437,6.9101396
BCA,3FTx,12.27834,7.7355294,8.156341
BCB,3FTx,16.191647,6.782298,7.019624
BCC,3FTx,15.722418,6.5001884,6.708393
BCD,3FTx,15.892897,6.577931,6.8609605
BCE,3FTx,15.910054,6.354523,6.8418922
BCF,3FTx,15.92472,6.640442,7.033032
BCG,3FTx,15.975022,6.9360566,6.9772773
BCH,3FTx,16.08906,6.7785635,6.577283
BCI,3FTx,15.700263,7.162838,6.6982007
BCJ,3FTx,15.984922,6.1613107,6.754005
BCK,3FTx,16.042498,6.5122647,6.586092
BCL,3FTx,11.673453,7.7335777,8.917991
BCM,3FTx,16.35935,6.602591,6.629993
BCN,3FTx,16.12655,6.478783,6.7374887
BCO,3FTx,16.316607,6.4514318,6.8001175
BCP,3FTx,16.03553,6.163863,6.6248593
BCQ,3FTx,15.9625435,6.330326,6.56834
BCR,3FTx,15.850177,6.4848757,6.8249946
BCS,3FTx,16.182308,6.3395295,6.705188
BCT,3FTx,16.000753,6.4958925,6.529126
BCU,3FTx,16.05451,6.373519,6.480623
BCV,3FTx,16.153152,6.327673,6.611588
BCW,3FTx,11.607012,7.7965846,9.008804
BCX,3FTx,16.261425,6.4790215,6.7405753
BCY,3FTx,16.036238,6.5575023,6.641294
BCZ,3FTx,15.585516,6.8617268,6.2111936
BDA,3FTx,15.815121,6.965311,6.0056796
BDB,3FTx,15.556867,6.688113,6.0995693
BDC,3FTx,15.748217,6.6599197,6.0892196
BDD,3FTx,15.843556,6.8117127,6.126312
BDE,3FTx,15.62734,6.9068265,6.250095
BDF,3FTx,15.718828,6.838825,6.196855
BDG,3FTx,15.968377,7.4676147,6.4412065
BDH,3FTx,11.815813,6.877033,9.545107
BDI,3FTx,15.594376,7.078282,6.2974977
BDJ,3FTx,15.968257,6.8882236,6.3051047
BDK,3FTx,15.623837,6.8377123,6.189107
BDL,3FTx,15.924037,6.7923927,6.3516836
BDM,3FTx,15.861738,7.247816,6.6982546
BDN,3FTx,15.617716,7.244045,6.7726083
BDO,3FTx,15.761223,7.2494545,6.482194
BDP,3FTx,14.616427,9.573121,5.29578
BDQ,3FTx,13.846831,11.1992855,4.96158
BDR,3FTx,14.833114,9.4279375,5.188457
BDS,3FTx,12.076054,7.620168,8.601902
BDT,3FTx,14.783552,10.555213,4.1704416
BDU,3FTx,14.881491,10.041142,3.8355038
BDV,3FTx,14.925431,10.263076,4.209322
BDW,3FTx,14.876407,9.952015,3.9636402
BDX,3FTx,14.669854,10.270412,4.2024164
BDY,3FTx,14.342643,10.617847,3.9671195
BDZ,3FTx,14.369454,10.769364,3.9158058
BEA,3FTx,14.582692,10.692034,3.7460663
BEB,3FTx,15.052895,9.825926,4.3264656
BEC,3FTx,14.863845,10.421814,4.1506186
BED,3FTx,12.068286,7.4034524,8.843562
BEE,3FTx,14.712753,10.143264,4.6920743
BEF,3FTx,14.595203,10.27529,4.518305
BEG,3FTx,13.973928,9.497358,4.3256717
BEH,3FTx,13.838024,9.249744,4.519448
BEI,3FTx,13.856207,9.599841,4.237276
BEJ,3FTx,13.863318,9.408034,4.439312
BEK,3FTx,13.885407,9.381637,4.3221684
BEL,3FTx,13.626393,9.365299,5.1831636
BEM,3FTx,13.729817,9.295518,5.154346
BEN,3FTx,13.434381,9.2660675,5.4910083
BEO,3FTx,12.123191,7.618503,8.840549
BEP,3FTx,13.821042,9.399523,5.757748
BEQ,3FTx,13.21154,9.302213,6.1850824
BER,3FTx,13.103451,9.091197,5.9974346
BES,3FTx,14.599095,10.323513,5.3542166
BET,3FTx,14.85257,10.02148,5.4819255
BEU,3FTx,14.549507,10.151584,5.738362
BEV,3FTx,14.73204,9.963557,5.212355
BEW,3FTx,14.770166,9.84246,5.494894
BEX,3FTx,14.551585,9.953495,5.3523917
BEY,3FTx,14.493271,10.056093,5.363062
BEZ,3FTx,12.20241,7.3617125,8.978397
BFA,3FTx,14.648454,9.861136,5.61331
BFB,3FTx,14.681649,9.865678,5.4161935
BFC,3FTx,14.660502,9.901098,5.2356143
BFD,3FTx,13.286945,9.094265,5.7620354
BFE,3FTx,13.544259,8.807317,5.495948
BFF,3FTx,12.840392,8.62509,6.1559887
BFG,3FTx,12.629355,8.635873,5.8965483
BFH,3FTx,12.7669525,8.384559,5.5618243
BFI,3FTx,12.703616,8.429898,5.782776
BFJ,3FTx,13.360454,8.00675,6.019333
BFK,3FTx,12.263932,7.4973383,8.757829
BFL,3FTx,13.291648,8.355306,6.209217
BFM,3FTx,13.438581,8.301881,6.355451
BFN,3FTx,13.681283,8.595235,6.0813327
BFO,3FTx,13.25006,8.28223,6.2903905
BFP,3FTx,13.303238,8.383658,6.381359
BFQ,3FTx,13.471059,8.252648,6.3865666
BFR,3FTx,13.403927,8.339026,6.242325
BFS,3FTx,13.190915,8.780566,5.7807035
BFT,3FTx,13.134719,7.9200273,6.1381764
BFU,3FTx,13.023205,8.143884,6.105069
BFV,3FTx,12.003782,7.3151484,8.909592
BFW,3FTx,13.162138,8.254487,5.8047643
BFX,3FTx,13.798421,9.097059,5.6441107
BFY,3FTx,12.941308,8.094328,6.305469
BFZ,3FTx,12.857656,7.8947773,6.044304
BGA,3FTx,12.819664,8.616434,5.9392
BGB,3FTx,13.395252,8.435875,5.933461
BGC,3FTx,13.284037,8.552838,5.772462
BGD,3FTx,13.004225,7.8628364,5.8762903
BGE,3FTx,12.868365,8.046993,5.8716545
BGF,3FTx,12.844201,8.016525,5.708807
BGG,3FTx,12.255136,7.6238484,8.142252
BGH,3FTx,12.992082,8.057981,5.6567874
BGI,3FTx,13.049314,8.139049,5.546836
BGJ,3FTx,13.678823,11.551076,4.756302
BGK,3FTx,11.870526,11.149925,5.3608885
BGL,3FTx,12.883031,10.941653,4.846348
BGM,3FTx,12.773816,10.7767315,4.954223
BGN,3FTx,12.839316,11.294772,4.9863434
BGO,3FTx,12.902391,11.455133,5.026094
BGP,3FTx,12.603775,11.090371,4.476215
BGQ,3FTx,12.755185,11.248906,4.8956733
BGR,3FTx,13.079834,8.951894,6.767552
BGS,3FTx,12.459214,11.205088,5.016584
BGT,3FTx,12.378592,10.943351,4.885075
BGU,3FTx,12.124353,11.16296,4.7781563
BGV,3FTx,12.228525,10.435776,4.683838
BGW,3FTx,12.981163,11.18366,4.6855407
BGX,3FTx,12.920764,11.000279,4.5038366
BGY,3FTx,12.763468,11.213262,4.7597184
BGZ,3FTx,12.642812,10.82745,4.88665
BHA,3FTx,12.375153,11.180946,5.1967497
BHB,3FTx,12.025901,11.666249,7.048977
BHC,3FTx,12.13752,7.1857023,9.283273
BHD,3FTx,12.78354,11.407749,4.8800473
BHE,3FTx,12.217977,11.082915,4.485099
BHF,3FTx,12.549248,10.753765,4.465066
BHG,3FTx,12.436333,11.012914,4.551045
BHH,3FTx,12.21122,10.621973,4.3921742
BHI,3FTx,12.139728,10.994993,4.9663343
BHJ,3FTx,12.027652,11.049735,5.110335
BHK,3FTx,12.582266,11.610067,5.150274
BHL,3FTx,12.737477,11.04414,5.308432
BHM,3FTx,12.486127,10.845099,5.289913
BHN,3FTx,11.843179,7.0859804,9.397985
BHO,3FTx,12.416284,10.4918995,5.0641675
BHP,3FTx,12.874729,11.266314,5.1418962
BHQ,3FTx,12.858002,11.249454,5.1394644
BHR,3FTx,12.816364,11.105765,5.3670716
BHS,3FTx,12.385535,11.500213,4.6003647
BHT,3FTx,12.920114,11.616471,4.9426265
BHU,3FTx,12.861142,11.765357,4.933638
BHV,3FTx,12.85189,11.753964,4.6484475
BHW,3FTx,12.750196,11.7005415,4.714386
BHX,3FTx,12.922076,11.543424,4.6058426
BHY,3FTx,12.050687,7.156756,9.27725
BHZ,3FTx,12.547084,11.485799,4.4706135
BIA,3FTx,12.61261,11.599149,4.754941
BIB,3FTx,12.378305,11.446319,4.44985
BIC,3FTx,12.26619,11.114402,4.6318803
BID,3FTx,12.549267,11.361356,4.719503
BIE,3FTx,12.495458,11.54158,4.6204367
BIF,3FTx,12.357764,11.268159,5.220572
BIG,3FTx,11.894476,10.890361,4.645604
BIH,3FTx,12.113254,11.0023155,4.8177567
BII,3FTx,12.0592785,10.612479,4.7025614
BIJ,3FTx,11.508065,6.935381,8.93056
BIK,3FTx,12.10915,6.924338,9.360246
BIL,3FTx,12.22313,10.922309,4.3938217
BIM,3FTx,12.475268,10.823457,4.4839396
BIN,3FTx,12.3774185,10.853427,4.3488836
BIO,3FTx,12.271646,10.928367,4.5347223
BIP,3FTx,12.843048,10.702793,4.693938
BIQ,3FTx,12.419026,10.417228,4.3775396
BIR,3FTx,12.545013,10.400108,4.5116186
BIS,3FTx,12.638255,10.524532,4.591099
BIT,3FTx,12.464345,10.525284,4.6236157
BIU,3FTx,12.406079,10.697303,4.555779
BIV,3FTx,11.994273,7.0371003,9.385171
BIW,3FTx,11.675914,8.857088,8.236626
BIX,3FTx,12.331708,10.751486,4.692413
BIY,3FTx,12.176399,10.645731,4.981446
BIZ,3FTx,12.745961,10.891129,5.1846805
BJA,3FTx,12.587806,10.970065,5.2922626
BJB,3FTx,12.145835,11.062383,5.236203
BJC,3FTx,12.433218,10.919259,5.070821
BJD,3FTx,12.724314,10.775378,5.0822086
BJE,3FTx,12.77457,10.660855,4.985089
BJF,3FTx,12.4603405,11.174246,4.37675
BJG,3FTx,12.150777,11.306296,4.8189993
BJH,3FTx,12.056428,6.9796057,9.5988
BJI,3FTx,12.147773,11.188889,4.502095
BJJ,3FTx,11.921545,11.000356,4.805185
BJK,3FTx,11.726813,10.853694,4.9720535
BJL,3FTx,12.115886,10.595648,5.0545297
BJM,3FTx,12.259775,10.880295,4.695008
BJN,3FTx,12.15902,10.672658,4.845426
BJO,3FTx,11.978266,10.890663,5.142831
BJP,3FTx,12.379661,11.412833,5.2631197
BJQ,3FTx,12.278068,11.500665,5.1962614
BJR,3FTx,11.835301,11.18662,4.883237
BJS,3FTx,12.115327,7.1377745,9.6639385
BJT,3FTx,12.276415,11.495989,5.3536034
BJU,3FTx,11.990155,11.134191,5.050004
BJV,3FTx,11.9907,11.121364,4.722164
BJW,3FTx,11.864751,11.0508175,4.8390775
BJX,3FTx,12.699097,9.006639,4.7883024
BJY,3FTx,12.77352,9.367608,4.9934616
BJZ,3FTx,13.001786,9.574628,4.9616895
BKA,3FTx,13.055026,9.821758,5.0296836
BKB,3FTx,12.709927,9.323567,4.5925827
BKC,3FTx,12.851939,9.796128,5.710581
BKD,3FTx,12.068193,7.2423415,9.70562
BKE,3FTx,12.924579,9.821164,5.7218385
BKF,3FTx,12.825343,9.921573,5.870027
BKG,3FTx,14.327146,10.463149,4.2095723
BKH,3FTx,14.68503,10.342028,3.8566806
BKI,3FTx,14.494842,10.721576,4.205112
BKJ,3FTx,13.229431,9.229026,5.897889
BKK,3FTx,13.404212,10.387375,6.37249
BKL,3FTx,13.188018,10.621335,6.141718
BKM,3FTx,13.273918,10.589512,5.947025
BKN,3FTx,13.041945,10.336916,6.328947
BKO,3FTx,12.017921,6.953654,9.655913
BKP,3FTx,13.142575,10.541922,6.274136
BKQ,3FTx,13.342188,10.349895,6.204678
BKR,3FTx,13.073592,10.314241,6.4344735
BKS,3FTx,14.378909,10.099427,4.1594157
BKT,3FTx,14.308179,11.061238,5.436234
BKU,3FTx,13.965834,10.739393,5.4351063
BKV,3FTx,14.283757,11.136498,4.495526
BKW,3FTx,14.40246,9.694309,3.5833197
BKX,3FTx,14.62907,9.926792,3.510315
BKY,3FTx,14.508122,10.07343,3.7715805
BKZ,3FTx,12.060263,7.2512903,9.697845
BLA,3FTx,14.39041,9.80833,3.6221106
BLB,3FTx,13.312185,11.279496,4.999661
BLC,3FTx,13.478713,10.952208,5.0039496
BLD,3FTx,13.751711,11.568374,5.019314
BLE,3FTx,13.299723,10.829153,5.004599
BLF,3FTx,13.467435,11.223028,5.279113
BLG,3FTx,13.736067,11.142908,4.990599
BLH,3FTx,13.725318,11.392379,5.129272
BLI,3FTx,13.626541,11.230753,4.9994574
BLJ,3FTx,14.202202,10.0332,3.858015
BLK,3FTx,11.962458,7.078819,9.716628
BLL,3FTx,14.341124,9.914692,3.6399438
BLM,3FTx,14.331493,10.991957,3.343769
BLN,3FTx,13.757461,11.599949,4.8637805
BLO,3FTx,14.82604,10.064343,3.080714
BLP,3FTx,14.675564,10.629121,3.015249
BLQ,3FTx,14.644048,9.995154,2.7687902
BLR,3FTx,14.04586,10.193052,3.1670375
BLS,3FTx,14.191471,10.1449585,2.8987734
BLT,3FTx,14.096138,10.173899,3.0630252
BLU,3FTx,14.205172,10.60208,3.3628962
BLV,3FTx,11.706388,7.1099167,9.726207
BLW,3FTx,14.273162,10.855599,2.70401
BLX,3FTx,14.098707,10.987173,2.9520152
BLY,3FTx,14.663718,10.524338,2.7358475
BLZ,3FTx,14.613771,10.438012,2.8353403
BMA,3FTx,14.357097,10.878108,3.0338697
BMB,3FTx,14.602762,10.445878,2.6113832
BMC,3FTx,14.521494,10.532896,2.6781383
BMD,3FTx,14.488951,10.3439245,2.7211049
BME,3FTx,14.548151,10.372521,2.8189502
BMF,3FTx,14.226467,10.968655,2.5315146
BMG,3FTx,11.496904,7.2929735,10.011337
BMH,3FTx,14.166566,11.005438,2.8370333
BMI,3FTx,14.206234,10.725145,2.5854807
BMJ,3FTx,14.286673,10.79664,2.5436916
BMK,3FTx,14.29766,10.87747,2.751346
BML,3FTx,14.066271,10.770756,2.764456
BMM,3FTx,14.031821,10.918284,2.6216595
BMN,3FTx,14.299978,10.489905,2.4115744
BMO,3FTx,13.9724045,10.858627,2.7856526
BMP,3FTx,14.200983,10.782515,2.8140283
BMQ,3FTx,14.352787,11.001636,2.918521
BMR,3FTx,11.73381,8.0934925,8.543151
BMS,3FTx,14.131081,10.741842,2.6365838
BMT,3FTx,14.422856,10.697922,2.4908237
BMU,3FTx,14.362645,10.594078,3.6557345
BMV,3FTx,14.40769,10.088779,3.1596153
BMW,3FTx,14.574414,10.125126,3.1605208
BMX,3FTx,14.377539,10.249362,3.159019
BMY,3FTx,14.2624655,10.619871,3.6952376
BMZ,3FTx,14.63689,10.64833,3.5428793
BNA,3FTx,14.434042,10.752271,3.5155187
BNB,3FTx,15.037682,10.5348215,3.691117
BNC,3FTx,11.57252,7.178974,9.793382
BND,3FTx,11.570247,8.63523,8.300878
Xela,Pla2g2,-2.2123978,21.952633,12.785468
bAncyB,Pla2g2,-3.719198,19.260275,13.121773
bAncyC,Pla2g2,0.48988578,21.473244,11.501702
bAncyD,Pla2g2,-0.6607659,22.541046,11.826188
bAncyE,Pla2g2,-0.72610426,21.225554,10.89793
bAnplB,Pla2g2,-3.7654786,19.167437,13.056426
bAnplC,Pla2g2,0.5034634,21.743666,11.527219
bAnplD,Pla2g2,-0.63204044,22.611032,11.87709
bAnplE,Pla2g2,-0.38658935,21.361893,10.8495455
bApauC,Pla2g2,0.374214,21.6435,11.746869
bApfoB,Pla2g2,-3.927656,19.080383,13.114155
bApfoC,Pla2g2,0.3221488,21.478563,11.500408
bApfoD,Pla2g2,-0.38915405,22.584743,11.532565
bApfoE,Pla2g2,-0.04782813,20.749037,11.074577
bAqchB,Pla2g2,-3.7638764,18.828175,13.047496
bAqchC,Pla2g2,0.31162524,21.692648,11.756352
bAqchD,Pla2g2,-0.26095352,22.439644,11.762662
bBareB,Pla2g2,-3.8915918,18.856754,12.86445
bBareC,Pla2g2,0.55713063,21.463541,11.602655
bBareD,Pla2g2,-0.76003546,22.537886,11.975074
bBareE,Pla2g2,-0.16105601,20.87278,11.006969
bChmaB,Pla2g2,-4.064031,18.83837,13.16179
bChmaC,Pla2g2,0.66132027,21.577497,11.603851
bChmaD,Pla2g2,-0.5485126,22.451416,11.935155
bChmaE,Pla2g2,-0.14798412,20.736752,11.006065
bCocoD,Pla2g2,-0.33710387,22.528648,11.511275
bCocoE,Pla2g2,-0.2813911,20.956154,10.888992
bCucaB,Pla2g2,-3.9899418,18.917433,12.969117
bCucaC,Pla2g2,0.409037,21.606535,11.705904
bCucaD,Pla2g2,-0.28412873,22.524084,11.611252
bGagaB,Pla2g2,-3.9447842,18.949438,13.148604
bGagaC,Pla2g2,0.6689953,21.606087,11.704821
bGagaD,Pla2g2,-0.3940133,22.411108,11.672691
bGagaE,Pla2g2,-0.32984158,21.006804,10.922812
bHaleB,Pla2g2,-3.8854523,18.980673,13.078001
bHaleC,Pla2g2,0.47307244,21.656921,11.8778925
bHaleD,Pla2g2,-0.43271488,22.312536,11.679611
bNaauB,Pla2g2,-3.9688816,19.062733,12.891327
bNaauC,Pla2g2,0.46365672,21.373533,11.735568
bNaauD,Pla2g2,-1.125897,22.278776,11.854545
bOphoC,Pla2g2,0.24125233,21.587654,11.604101
bOphoD,Pla2g2,-0.7360065,22.287254,11.904612
bOphoE,Pla2g2,-0.09457362,20.560526,10.974386
bPafaB,Pla2g2,-3.9388287,18.94706,12.967952
bPafaC,Pla2g2,0.6320411,21.67882,11.663604
bPafaD,Pla2g2,-0.4967509,22.23012,11.446375
bPskrB,Pla2g2,-4.060851,18.834517,13.099329
bPskrC,Pla2g2,0.60211545,21.555532,11.75143
bPskrD,Pla2g2,-0.44051188,22.573586,11.570864
bPskrE,Pla2g2,0.050375603,20.577997,10.835804
bPyadB,Pla2g2,-3.8786757,19.090788,12.981516
bPyadC,Pla2g2,0.19767536,21.701574,11.724355
bPyadD,Pla2g2,-0.6982244,22.187181,11.463934
bSecoD,Pla2g2,-0.31909737,22.431353,11.916232
bSecoE,Pla2g2,-0.30079862,20.896877,10.868213
bStocB,Pla2g2,-3.9986658,18.84624,13.030146
bStocC,Pla2g2,0.020760166,21.62681,11.726822
bStocD,Pla2g2,-0.55185497,22.4477,11.318392
bStocE,Pla2g2,-0.03650575,20.78101,10.8381
bUrpeB,Pla2g2,-3.7834923,19.006092,12.954386
bUrpeC,Pla2g2,0.30221534,21.466818,11.636864
bUrpeD,Pla2g2,-0.8972337,22.220259,11.690089
cAlmiC,Pla2g2,-0.74878687,21.593449,11.189348
cAlmiD1,Pla2g2,-1.5655559,21.474174,12.654831
cAlmiD3,Pla2g2,-1.1916779,22.084646,12.334079
cAlmiE,Pla2g2,-1.440301,21.043005,12.318581
cAlsiC,Pla2g2,-1.5410575,21.75007,11.301012
cAlsiD3,Pla2g2,-1.1661592,22.065691,12.221812
cAlsiE,Pla2g2,-1.4170194,20.979376,12.430207
cChmyD1,Pla2g2,-0.033416905,20.894442,12.148699
cChmyD3,Pla2g2,-0.91251254,21.617037,11.948384
cChmyF,Pla2g2,-0.7855745,21.370262,12.1924515
cChpiD1,Pla2g2,0.044545833,20.766174,12.205909
cChpiD2,Pla2g2,-0.48936373,21.253338,11.610074
cChpiD3,Pla2g2,-2.0468829,22.138718,12.279705
cChpiF,Pla2g2,-0.8985742,21.446362,12.077999
cCrpoC,Pla2g2,-1.1035068,21.838,11.023042
cCrpoD1,Pla2g2,-1.4568,21.3782,12.7076645
cCrpoD3,Pla2g2,-1.1368009,22.126936,12.10476
cCrpoE,Pla2g2,-1.1202639,20.976141,12.198051
cGavganC,Pla2g2,-0.7592395,21.887506,11.16855
cGavganD1,Pla2g2,-1.3436216,21.354738,12.513867
cGavganD3,Pla2g2,-1.0186476,22.16114,12.227941
cGavganE,Pla2g2,-1.3030531,21.00459,12.300569
cGoagD1,Pla2g2,-0.2621181,20.762573,12.140485
cGoagD2,Pla2g2,-0.2370451,21.255817,11.435415
cGoagD3,Pla2g2,-1.143537,21.942745,11.992585
cGoagE,Pla2g2,-0.57920355,20.994913,11.619905
cGoagF,Pla2g2,-0.54395026,21.179607,12.055078
cPesiD1,Pla2g2,-0.18033615,21.02825,12.163831
cPesiD2,Pla2g2,-0.17074467,21.222383,11.514384
cPesiD3,Pla2g2,-0.736125,21.471123,12.14331
cPesiE,Pla2g2,0.01996495,20.902481,11.5058775
cPesiF,Pla2g2,-0.8411647,21.370247,12.213756
mAifuC,Pla2g2,0.8859052,17.519436,8.946657
